Results Editor,,,,,,,,
Result Details,,,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],d E/d V [m V/m L],log d E/d V [log (m V/m L)],Point label,
0.0000,0,-87.3,NaN,23.9,,,,
0.0600,9,-87.0,0.0065,23.9,,,,
0.1200,27,-79.4,0.0035,23.9,,,,
0.1800,47,-70.4,0.0030,23.9,,,,
0.2400,68,-58.9,0.0030,23.9,,,,
0.3000,88,-42.6,0.0030,24.0,,,,
0.3600,108,-20.2,0.0030,24.0,,,,
0.4200,128,-2.3,0.0030,24.0,,,,
0.4800,148,9.3,0.0030,24.0,,,,
0.5400,168,18.7,0.0030,24.0,,,,
0.6000,188,26.9,0.0030,24.0,,,,
0.6600,208,34.4,0.0030,24.0,,,,
0.7200,228,41.5,0.0030,24.0,,,,
0.7800,249,48.5,0.0030,24.1,,,,
0.8400,269,55.5,0.0030,24.1,,,,
0.9000,289,62.2,0.0030,24.1,,,,
0.9600,309,69.1,0.0030,24.1,,,,
1.0200,329,76.6,0.0030,24.1,,,,
1.0800,349,85.0,0.0030,24.1,,,,
1.1400,368,94.9,0.0030,24.1,,,,
1.2000,386,107.8,0.0035,24.2,289.04,2.46,,
1.2600,401,127.1,0.0040,24.2,337.49,2.53,,
1.3200,412,154.5,0.0055,24.2,353.68,2.55,,
1.3800,419,175.8,0.0080,24.2,320.44,2.51,,
1.4400,426,188.7,0.0090,24.2,241.66,2.38,,
1.4700,523,193.4,0.0005,24.2,180.69,2.26,,
1.5000,528,197.4,0.0055,24.2,122.87,2.09,,
1.5300,534,201.0,0.0050,24.2,102.49,2.01,,
1.5600,540,204.1,0.0055,24.2,95.59,1.98,,
1.5900,546,206.9,0.0055,24.2,87.68,1.94,,
1.6200,551,209.4,0.0060,24.2,79.38,1.90,,
1.6500,556,211.6,0.0060,24.2,72.44,1.86,,
1.6800,562,213.8,0.0055,24.2,67.02,1.83,,
1.7100,567,215.7,0.0065,24.2,62.36,1.79,,
1.7400,572,217.5,0.0060,24.3,58.43,1.77,,
1.7700,577,219.2,0.0060,24.3,54.60,1.74,,
1.8000,582,220.8,0.0055,24.3,51.08,1.71,,
1.8300,588,222.3,0.0055,24.3,48.28,1.68,,
1.8600,593,223.7,0.0065,24.3,45.61,1.66,,
1.8900,598,225.0,0.0060,24.3,43.28,1.64,,
1.9200,603,226.3,0.0060,24.3,41.66,1.62,,
1.9500,608,227.5,0.0060,24.3,39.81,1.60,,
1.9800,613,228.7,0.0060,24.3,37.80,1.58,,
2.0100,618,229.8,0.0060,24.3,36.00,1.56,,
2.0400,623,230.9,0.0060,24.3,34.29,1.54,,
2.0700,628,231.8,0.0055,24.3,,,,
2.1000,633,232.8,0.0055,24.3,,,,
2.1300,638,233.8,0.0055,24.3,,,,
2.1600,644,234.7,0.0055,24.3,,,,
2.1900,649,235.6,0.0065,24.3,,,,
SystemInternal6/28/2024 12:22:12 PM,,,,,,,,1/1
