Results Editor,,,,,,,,
Result Details,,,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],d E/d V [m V/m L],log d E/d V [log (m V/m L)],Point label,
0.0000,0,-50.4,NaN,24.1,,,,
0.0600,17,-60.5,0.0035,24.1,,,,
0.1200,38,-48.7,0.0030,24.1,,,,
0.1800,58,-31.6,0.0030,24.2,,,,
0.2400,78,-11.8,0.0030,24.2,,,,
0.3000,98,1.3,0.0030,24.2,,,,
0.3600,118,10.6,0.0030,24.2,,,,
0.4200,138,18.3,0.0030,24.2,,,,
0.4800,158,25.3,0.0030,24.2,,,,
0.5400,178,31.5,0.0030,24.2,,,,
0.6000,198,37.2,0.0030,24.3,,,,
0.6600,219,42.7,0.0030,24.3,,,,
0.7200,239,47.9,0.0030,24.3,,,,
0.7800,259,53.2,0.0030,24.3,,,,
0.8400,279,58.4,0.0030,24.3,,,,
0.9000,299,63.5,0.0030,24.3,,,,
0.9600,319,68.9,0.0030,24.3,,,,
1.0200,339,74.5,0.0030,24.3,,,,
1.0800,360,80.6,0.0030,24.4,,,,
1.1400,376,87.4,0.0035,24.4,,,,
1.2000,396,95.7,0.0030,24.4,,,,
1.2600,414,106.2,0.0035,24.4,236.28,2.37,,
1.3200,430,120.7,0.0035,24.4,293.22,2.47,,
1.3800,443,143.2,0.0045,24.4,330.52,2.52,,
1.4400,452,167.6,0.0065,24.4,326.03,2.51,,
1.5000,459,183.1,0.0085,24.4,272.80,2.44,,
1.5300,556,189.0,0.0005,24.5,224.57,2.35,,
1.5600,562,193.7,0.0050,24.5,162.04,2.21,,
1.5900,568,197.8,0.0050,24.5,120.11,2.08,,
1.6200,574,201.3,0.0055,24.5,107.29,2.03,,
1.6500,579,204.4,0.0060,24.5,95.92,1.98,,
1.6800,584,207.1,0.0055,24.5,86.80,1.94,,
1.7100,590,209.6,0.0055,24.5,79.06,1.90,,
1.7400,595,211.9,0.0060,24.5,72.96,1.86,,
1.7700,600,214.0,0.0055,24.5,67.69,1.83,,
1.8000,606,216.0,0.0050,24.5,63.08,1.80,,
1.8300,611,217.8,0.0060,24.5,58.75,1.77,,
1.8600,616,219.5,0.0060,24.5,54.75,1.74,,
1.8900,621,221.1,0.0060,24.5,51.08,1.71,,
1.9200,626,222.6,0.0060,24.5,48.28,1.68,,
1.9500,631,224.0,0.0060,24.5,45.96,1.66,,
1.9800,636,225.3,0.0055,24.5,43.80,1.64,,
2.0100,641,226.6,0.0055,24.5,41.47,1.62,,
2.0400,646,227.9,0.0055,24.5,39.46,1.60,,
2.0700,652,229.0,0.0055,24.5,37.82,1.58,,
2.1000,657,230.1,0.0065,24.5,36.15,1.56,,
2.1300,662,231.1,0.0065,24.5,,,,
2.1600,667,232.2,0.0060,24.5,,,,
2.1900,672,233.2,0.0060,24.5,,,,
2.2200,677,234.1,0.0060,24.5,,,,
2.2500,682,235.0,0.0060,24.5,,,,
6/29/2024 8:12:11 AMSystemInternal,,,,,,,,1/1
