Results Editor,,,,,,,,
Result Details,,,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],d E/d V [m V/m L],log d E/d V [log (m V/m L)],Point label,
0.0000,0,-48.4,NaN,24.9,,,,
0.0600,3,-61.0,0.0180,24.9,,,,
0.1200,23,-48.9,0.0030,25.0,,,,
0.1800,44,-31.0,0.0030,25.0,,,,
0.2400,64,-11.6,0.0030,25.0,,,,
0.3000,84,1.6,0.0030,25.0,,,,
0.3600,104,10.8,0.0030,25.0,,,,
0.4200,124,18.5,0.0030,25.0,,,,
0.4800,144,25.2,0.0030,25.0,,,,
0.5400,164,31.3,0.0030,25.0,,,,
0.6000,184,37.1,0.0030,25.0,,,,
0.6600,204,43.2,0.0030,25.0,,,,
0.7200,225,47.9,0.0030,25.0,,,,
0.7800,245,53.0,0.0030,25.0,,,,
0.8400,265,58.1,0.0030,25.1,,,,
0.9000,285,63.2,0.0030,25.1,,,,
0.9600,305,68.4,0.0030,25.1,,,,
1.0200,322,73.8,0.0035,25.1,,,,
1.0800,340,79.8,0.0035,25.1,,,,
1.1400,359,86.5,0.0030,25.1,,,,
1.2000,377,94.3,0.0035,25.1,,,,
1.2600,395,104.0,0.0035,25.1,219.96,2.34,,
1.3200,412,117.4,0.0035,25.1,278.97,2.45,,
1.3800,426,138.1,0.0045,25.1,323.94,2.51,,
1.4400,435,163.1,0.0065,25.1,330.51,2.52,,
1.5000,442,180.3,0.0085,25.1,286.81,2.46,,
1.5300,539,186.7,0.0005,25.1,243.52,2.39,,
1.5600,545,191.8,0.0050,25.1,181.41,2.26,,
1.5900,551,196.1,0.0050,25.1,131.45,2.12,,
1.6200,557,199.9,0.0050,25.1,113.60,2.06,,
1.6500,562,203.2,0.0055,25.1,101.86,2.01,,
1.6800,568,206.0,0.0050,25.1,91.76,1.96,,
1.7100,573,208.7,0.0060,25.1,83.24,1.92,,
1.7400,578,211.1,0.0060,25.1,75.91,1.88,,
1.7700,583,213.3,0.0055,25.1,70.17,1.85,,
1.8000,588,215.3,0.0055,25.1,65.09,1.81,,
1.8300,594,217.2,0.0055,25.1,60.03,1.78,,
1.8600,599,218.9,0.0065,25.1,56.08,1.75,,
1.8900,604,220.6,0.0065,25.1,52.42,1.72,,
1.9200,609,222.1,0.0060,25.1,49.41,1.69,,
1.9500,614,223.5,0.0060,25.2,46.96,1.67,,
1.9800,619,224.9,0.0060,25.2,45.00,1.65,,
2.0100,624,226.2,0.0055,25.1,42.61,1.63,,
2.0400,629,227.5,0.0055,25.2,40.66,1.61,,
2.0700,634,228.7,0.0055,25.2,38.48,1.59,,
2.1000,640,229.8,0.0055,25.2,36.42,1.56,,
2.1300,645,230.8,0.0065,25.2,35.33,1.55,,
2.1600,650,231.9,0.0060,25.2,,,,
2.1900,655,232.9,0.0060,25.2,,,,
2.2200,660,233.9,0.0060,25.2,,,,
2.2500,665,234.9,0.0060,25.2,,,,
2.2800,670,235.7,0.0060,25.2,,,,
SystemInternal6/29/2024 8:08:20 AM,,,,,,,,1/1
