Results Editor,,,,,,,,
Result Details,,,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],d E/d V [m V/m L],log d E/d V [log (m V/m L)],Point label,
0.0000,0,-81.5,NaN,24.6,,,,
0.0600,10,-81.9,0.0060,24.6,,,,
0.1200,30,-73.6,0.0030,24.6,,,,
0.1800,50,-63.5,0.0030,24.7,,,,
0.2400,71,-50.2,0.0030,24.7,,,,
0.3000,91,-31.2,0.0030,24.7,,,,
0.3600,111,-9.8,0.0030,24.7,,,,
0.4200,131,3.8,0.0030,24.7,,,,
0.4800,151,13.9,0.0030,24.7,,,,
0.5400,171,22.4,0.0030,24.7,,,,
0.6000,191,30.0,0.0030,24.7,,,,
0.6600,212,37.2,0.0030,24.7,,,,
0.7200,232,43.8,0.0030,24.8,,,,
0.7800,252,50.3,0.0030,24.8,,,,
0.8400,272,56.8,0.0030,24.8,,,,
0.9000,292,63.2,0.0030,24.8,,,,
0.9600,312,69.9,0.0030,24.8,,,,
1.0200,332,76.9,0.0030,24.8,,,,
1.0800,352,84.6,0.0030,24.8,,,,
1.1400,372,93.9,0.0030,24.8,,,,
1.2000,392,106.1,0.0030,24.9,272.15,2.43,,
1.2600,409,123.7,0.0035,24.9,326.15,2.51,,
1.3200,420,149.7,0.0055,24.9,351.68,2.55,,
1.3800,428,172.8,0.0075,24.9,328.98,2.52,,
1.4400,434,187.0,0.0090,24.9,257.98,2.41,,
1.4700,532,192.1,0.0005,24.9,200.45,2.30,,
1.5000,538,196.4,0.0055,24.9,138.38,2.14,,
1.5300,544,200.2,0.0050,24.9,108.47,2.04,,
1.5600,549,203.4,0.0055,24.9,99.50,2.00,,
1.5900,555,206.3,0.0050,24.9,90.75,1.96,,
1.6200,560,208.9,0.0055,24.9,81.85,1.91,,
1.6500,566,211.3,0.0055,24.9,74.92,1.87,,
1.6800,571,213.4,0.0060,24.9,69.31,1.84,,
1.7100,576,215.4,0.0060,24.9,64.55,1.81,,
1.7400,581,217.3,0.0060,24.9,60.61,1.78,,
1.7700,586,219.1,0.0055,25.0,56.75,1.75,,
1.8000,591,220.7,0.0055,25.0,52.94,1.72,,
1.8300,596,222.3,0.0055,25.0,49.28,1.69,,
1.8600,602,223.7,0.0055,25.0,46.42,1.67,,
1.8900,607,225.0,0.0065,25.0,44.09,1.64,,
1.9200,612,226.3,0.0060,25.0,42.32,1.63,,
1.9500,617,227.6,0.0060,25.0,40.47,1.61,,
1.9800,622,228.8,0.0060,25.0,38.81,1.59,,
2.0100,627,229.9,0.0060,25.0,37.00,1.57,,
2.0400,632,231.0,0.0060,25.0,35.14,1.55,,
2.0700,637,232.0,0.0060,25.0,,,,
2.1000,642,233.0,0.0055,25.0,,,,
2.1300,647,234.0,0.0055,25.0,,,,
2.1600,652,234.9,0.0055,25.0,,,,
2.1900,658,235.8,0.0055,25.0,,,,
SystemInternal6/28/2024 12:27:46 PM,,,,,,,,1/1
