Results Editor,,,,,,,,
Result Details,,,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],d E/d V [m V/m L],log d E/d V [log (m V/m L)],Point label,
0.0000,0,-47.2,NaN,26.4,,,,
0.0600,17,-55.1,0.0035,26.5,,,,
0.1200,38,-41.2,0.0030,26.5,,,,
0.1800,58,-22.4,0.0030,26.5,,,,
0.2400,78,-5.7,0.0030,26.5,,,,
0.3000,98,5.2,0.0030,26.5,,,,
0.3600,118,14.2,0.0030,26.5,,,,
0.4200,138,21.6,0.0030,26.5,,,,
0.4800,158,28.3,0.0030,26.5,,,,
0.5400,178,34.2,0.0030,26.4,,,,
0.6000,198,39.8,0.0030,26.4,,,,
0.6600,219,45.2,0.0030,26.4,,,,
0.7200,239,50.3,0.0030,26.4,,,,
0.7800,259,55.4,0.0030,26.4,,,,
0.8400,279,60.4,0.0030,26.4,,,,
0.9000,298,65.4,0.0030,26.4,,,,
0.9600,317,70.6,0.0030,26.4,,,,
1.0200,336,76.3,0.0030,26.4,,,,
1.0800,354,82.4,0.0035,26.4,,,,
1.1400,371,89.4,0.0035,26.3,,,,
1.2000,389,97.6,0.0035,26.3,,,,
1.2600,406,108.4,0.0035,26.3,240.45,2.38,,
1.3200,422,123.6,0.0040,26.3,295.13,2.47,,
1.3800,434,146.3,0.0050,26.3,328.62,2.52,,
1.4400,442,169.7,0.0075,26.3,320.12,2.51,,
1.5000,448,184.7,0.0095,26.3,263.95,2.42,,
1.5300,545,190.3,0.0005,26.3,215.19,2.33,,
1.5600,551,195.0,0.0050,26.3,155.58,2.19,,
1.5900,556,198.9,0.0055,26.3,117.69,2.07,,
1.6200,562,202.4,0.0050,26.3,105.33,2.02,,
1.6500,567,205.4,0.0055,26.3,94.82,1.98,,
1.6800,572,208.1,0.0055,26.3,85.82,1.93,,
1.7100,578,210.6,0.0050,26.3,78.58,1.90,,
1.7400,583,212.8,0.0060,26.2,72.30,1.86,,
1.7700,588,215.0,0.0055,26.2,67.22,1.83,,
1.8000,594,216.9,0.0055,26.2,62.55,1.80,,
1.8300,599,218.7,0.0065,26.2,58.43,1.77,,
1.8600,604,220.4,0.0060,26.2,54.60,1.74,,
1.8900,609,222.0,0.0060,26.2,51.08,1.71,,
1.9200,614,223.5,0.0060,26.2,48.28,1.68,,
1.9500,619,224.9,0.0060,26.2,45.61,1.66,,
1.9800,624,226.2,0.0060,26.2,43.48,1.64,,
2.0100,629,227.5,0.0055,26.2,41.28,1.62,,
2.0400,634,228.7,0.0055,26.2,39.46,1.60,,
2.0700,639,229.9,0.0055,26.2,38.01,1.58,,
2.1000,644,231.0,0.0055,26.2,,,,
2.1300,650,232.0,0.0055,26.2,,,,
2.1600,655,233.1,0.0065,26.2,,,,
2.1900,660,234.1,0.0060,26.2,,,,
2.2200,665,235.0,0.0060,26.2,,,,
SystemInternal6/29/2024 8:06:19 AM,,,,,,,,1/1
