Results Editor,,,,,,,,
Result Details,,,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],d E/d V [m V/m L],log d E/d V [log (m V/m L)],Point label,
0.0000,0,-50.8,NaN,25.7,,,,
0.0600,17,-58.2,0.0035,25.8,,,,
0.1200,38,-45.6,0.0030,25.8,,,,
0.1800,58,-27.9,0.0030,25.8,,,,
0.2400,78,-9.2,0.0030,25.8,,,,
0.3000,98,3.0,0.0030,25.8,,,,
0.3600,118,12.2,0.0030,25.8,,,,
0.4200,138,19.8,0.0030,25.8,,,,
0.4800,158,26.5,0.0030,25.8,,,,
0.5400,178,32.7,0.0030,25.8,,,,
0.6000,198,38.4,0.0030,25.8,,,,
0.6600,219,43.9,0.0030,25.8,,,,
0.7200,239,49.1,0.0030,25.8,,,,
0.7800,259,54.2,0.0030,25.8,,,,
0.8400,279,59.4,0.0030,25.8,,,,
0.9000,299,64.5,0.0030,25.8,,,,
0.9600,319,69.8,0.0030,25.8,,,,
1.0200,338,75.4,0.0030,25.8,,,,
1.0800,357,81.5,0.0030,25.8,,,,
1.1400,375,88.4,0.0035,25.8,,,,
1.2000,394,96.7,0.0030,25.8,,,,
1.2600,412,107.2,0.0035,25.8,238.80,2.38,,
1.3200,429,122.4,0.0035,25.8,294.64,2.47,,
1.3800,441,144.8,0.0050,25.8,330.05,2.52,,
1.4400,450,168.7,0.0070,25.8,323.47,2.51,,
1.5000,456,184.1,0.0090,25.8,268.66,2.43,,
1.5300,554,189.8,0.0005,25.8,219.82,2.34,,
1.5600,560,194.5,0.0050,25.8,159.62,2.20,,
1.5900,566,198.5,0.0055,25.7,119.11,2.08,,
1.6200,572,202.0,0.0050,25.7,106.46,2.03,,
1.6500,578,205.1,0.0055,25.8,96.17,1.98,,
1.6800,583,207.8,0.0060,25.8,86.81,1.94,,
1.7100,589,210.3,0.0050,25.7,78.91,1.90,,
1.7400,594,212.6,0.0060,25.8,72.30,1.86,,
1.7700,599,214.7,0.0055,25.7,66.84,1.83,,
1.8000,605,216.6,0.0050,25.7,62.23,1.79,,
1.8300,610,218.4,0.0060,25.7,57.89,1.76,,
1.8600,615,220.1,0.0060,25.7,54.41,1.74,,
1.8900,620,221.7,0.0055,25.7,51.61,1.71,,
1.9200,626,223.2,0.0055,25.7,49.14,1.69,,
1.9500,631,224.6,0.0060,25.7,46.47,1.67,,
1.9800,636,226.0,0.0060,25.7,43.80,1.64,,
2.0100,641,227.3,0.0060,25.7,41.47,1.62,,
2.0400,646,228.5,0.0055,25.7,39.29,1.59,,
2.0700,652,229.6,0.0055,25.7,37.28,1.57,,
2.1000,657,230.7,0.0065,25.7,35.80,1.55,,
2.1300,662,231.8,0.0060,25.7,,,,
2.1600,667,232.8,0.0060,25.7,,,,
2.1900,672,233.8,0.0060,25.7,,,,
2.2200,677,234.8,0.0060,25.7,,,,
2.2500,682,235.7,0.0060,25.7,,,,
6/29/2024 8:06:50 AMSystemInternal,,,,,,,,1/1
