Results Editor,,,,,,,,
Result Details,,,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],d E/d V [m V/m L],log d E/d V [log (m V/m L)],Point label,
0.0000,0,-51.6,NaN,25.3,,,,
0.0600,6,-63.0,0.0105,25.4,,,,
0.1200,26,-51.2,0.0030,25.4,,,,
0.1800,46,-34.6,0.0030,25.4,,,,
0.2400,66,-14.5,0.0030,25.4,,,,
0.3000,86,-0.3,0.0030,25.4,,,,
0.3600,106,9.6,0.0030,25.4,,,,
0.4200,126,17.7,0.0030,25.4,,,,
0.4800,147,24.8,0.0030,25.4,,,,
0.5400,167,31.0,0.0030,25.4,,,,
0.6000,187,37.0,0.0030,25.4,,,,
0.6600,207,42.6,0.0030,25.4,,,,
0.7200,227,48.0,0.0030,25.4,,,,
0.7800,247,53.2,0.0030,25.4,,,,
0.8400,267,58.4,0.0030,25.4,,,,
0.9000,288,63.7,0.0030,25.4,,,,
0.9600,301,68.9,0.0045,25.4,,,,
1.0200,321,74.8,0.0030,25.4,,,,
1.0800,340,81.1,0.0030,25.4,,,,
1.1400,360,88.2,0.0030,25.4,,,,
1.2000,379,96.4,0.0030,25.4,,,,
1.2600,397,106.9,0.0035,25.4,240.66,2.38,,
1.3200,415,122.2,0.0035,25.4,296.99,2.47,,
1.3800,428,145.1,0.0045,25.4,332.46,2.52,,
1.4400,436,169.1,0.0075,25.4,325.22,2.51,,
1.5000,443,184.3,0.0090,25.4,268.59,2.43,,
1.5300,540,190.0,0.0005,25.4,218.35,2.34,,
1.5600,546,194.6,0.0050,25.4,157.07,2.20,,
1.5900,551,198.6,0.0060,25.4,117.47,2.07,,
1.6200,557,202.1,0.0050,25.4,105.55,2.02,,
1.6500,562,205.1,0.0055,25.4,95.31,1.98,,
1.6800,568,207.8,0.0050,25.4,86.34,1.94,,
1.7100,573,210.3,0.0060,25.4,78.57,1.90,,
1.7400,578,212.6,0.0060,25.4,72.30,1.86,,
1.7700,583,214.7,0.0055,25.4,67.03,1.83,,
1.8000,588,216.6,0.0055,25.4,62.23,1.79,,
1.8300,593,218.4,0.0055,25.4,58.08,1.76,,
1.8600,598,220.1,0.0055,25.4,54.41,1.74,,
1.8900,604,221.7,0.0055,25.4,51.27,1.71,,
1.9200,609,223.2,0.0065,25.4,48.28,1.68,,
1.9500,614,224.6,0.0060,25.4,45.61,1.66,,
1.9800,619,225.9,0.0060,25.4,43.48,1.64,,
2.0100,624,227.2,0.0060,25.4,41.28,1.62,,
2.0400,629,228.4,0.0060,25.4,39.46,1.60,,
2.0700,634,229.6,0.0060,25.4,38.01,1.58,,
2.1000,639,230.7,0.0060,25.4,36.48,1.56,,
2.1300,644,231.7,0.0055,25.5,,,,
2.1600,649,232.8,0.0055,25.5,,,,
2.1900,654,233.8,0.0055,25.5,,,,
2.2200,660,234.7,0.0055,25.5,,,,
2.2500,665,235.6,0.0065,25.5,,,,
6/29/2024 8:08:45 AMSystemInternal,,,,,,,,1/1
