Results Editor,,,,,,,,
Result Details,,,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],d E/d V [m V/m L],log d E/d V [log (m V/m L)],Point label,
0.0000,0,-80.6,NaN,22.9,,,,
0.0600,10,-82.7,0.0060,22.8,,,,
0.1200,30,-74.3,0.0030,22.8,,,,
0.1800,50,-63.8,0.0030,22.9,,,,
0.2400,70,-49.5,0.0030,22.9,,,,
0.3000,90,-28.9,0.0030,22.9,,,,
0.3600,110,-7.2,0.0030,22.9,,,,
0.4200,130,5.5,0.0030,23.0,,,,
0.4800,151,15.6,0.0030,23.0,,,,
0.5400,171,24.1,0.0030,23.0,,,,
0.6000,191,31.9,0.0030,23.0,,,,
0.6600,211,39.3,0.0030,23.1,,,,
0.7200,231,46.5,0.0030,23.1,,,,
0.7800,251,53.5,0.0030,23.1,,,,
0.8400,271,60.5,0.0030,23.1,,,,
0.9000,291,67.6,0.0030,23.2,,,,
0.9600,312,75.0,0.0030,23.2,,,,
1.0200,332,83.4,0.0030,23.2,,,,
1.0800,352,93.5,0.0030,23.2,,,,
1.1400,370,106.4,0.0035,23.3,291.33,2.46,,
1.2000,387,125.9,0.0035,23.3,340.70,2.53,,
1.2600,399,153.7,0.0050,23.3,357.42,2.55,,
1.3200,406,175.0,0.0080,23.3,324.12,2.51,,
1.3800,413,188.1,0.0090,23.3,244.70,2.39,,
1.4100,510,193.1,0.0005,23.4,182.79,2.26,,
1.4400,515,197.2,0.0055,23.4,124.14,2.09,,
1.4700,521,200.6,0.0050,23.4,103.42,2.01,,
1.5000,528,203.7,0.0045,23.4,95.04,1.98,,
1.5300,533,206.5,0.0060,23.4,86.74,1.94,,
1.5600,538,209.0,0.0055,23.4,79.39,1.90,,
1.5900,544,211.3,0.0050,23.5,72.83,1.86,,
1.6200,549,213.4,0.0060,23.5,66.83,1.82,,
1.6500,554,215.3,0.0055,23.5,62.03,1.79,,
1.6800,559,217.1,0.0055,23.5,57.89,1.76,,
1.7100,565,218.8,0.0050,23.5,54.41,1.74,,
1.7400,570,220.4,0.0060,23.5,51.61,1.71,,
1.7700,576,221.9,0.0055,23.5,49.14,1.69,,
1.8000,581,223.3,0.0065,23.5,46.47,1.67,,
1.8300,586,224.7,0.0060,23.5,43.80,1.64,,
1.8600,591,226.0,0.0060,23.5,41.47,1.62,,
1.8900,596,227.2,0.0060,23.5,39.29,1.59,,
1.9200,601,228.3,0.0055,23.5,37.47,1.57,,
1.9500,606,229.4,0.0055,23.5,35.81,1.55,,
1.9800,612,230.5,0.0055,23.5,34.47,1.54,,
2.0100,616,231.5,0.0065,23.5,,,,
2.0400,622,232.5,0.0055,23.5,,,,
2.0700,627,233.4,0.0060,23.5,,,,
2.1000,632,234.3,0.0060,23.6,,,,
2.1300,637,235.2,0.0060,23.6,,,,
SystemInternal6/28/2024 12:20:47 PM,,,,,,,,1/1
