Results Editor,,,,,,,,
Result Details,,,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],d E/d V [m V/m L],log d E/d V [log (m V/m L)],Point label,
0.0000,0,-79.0,NaN,23.0,,,,
0.0600,9,-81.2,0.0065,22.9,,,,
0.1200,29,-72.7,0.0030,22.9,,,,
0.1800,49,-62.1,0.0030,23.0,,,,
0.2400,69,-47.7,0.0030,23.0,,,,
0.3000,90,-26.8,0.0030,23.0,,,,
0.3600,110,-6.2,0.0030,23.1,,,,
0.4200,130,5.8,0.0030,23.1,,,,
0.4800,150,15.6,0.0030,23.1,,,,
0.5400,170,23.9,0.0030,23.1,,,,
0.6000,190,31.5,0.0030,23.2,,,,
0.6600,210,38.5,0.0030,23.2,,,,
0.7200,230,45.3,0.0030,23.2,,,,
0.7800,250,52.0,0.0030,23.2,,,,
0.8400,271,58.7,0.0030,23.3,,,,
0.9000,291,65.4,0.0030,23.3,,,,
0.9600,311,72.4,0.0030,23.3,,,,
1.0200,331,80.1,0.0030,23.3,,,,
1.0800,351,88.8,0.0030,23.3,,,,
1.1400,371,99.6,0.0030,23.4,245.88,2.39,,
1.2000,388,114.5,0.0035,23.4,307.08,2.49,,
1.2600,402,138.0,0.0045,23.4,349.73,2.54,,
1.3200,411,164.4,0.0065,23.4,348.22,2.54,,
1.3800,418,181.5,0.0080,23.4,292.17,2.47,,
1.4100,515,187.6,0.0005,23.5,240.48,2.38,,
1.4400,521,192.5,0.0050,23.5,171.14,2.23,,
1.4700,527,196.5,0.0050,23.5,122.09,2.09,,
1.5000,533,200.1,0.0050,23.5,107.47,2.03,,
1.5300,539,203.3,0.0050,23.5,97.91,1.99,,
1.5600,545,206.1,0.0055,23.6,88.95,1.95,,
1.5900,550,208.6,0.0060,23.6,81.11,1.91,,
1.6200,556,211.0,0.0055,23.6,73.97,1.87,,
1.6500,561,213.1,0.0060,23.6,68.16,1.83,,
1.6800,566,215.1,0.0055,23.6,63.23,1.80,,
1.7100,572,216.9,0.0050,23.6,58.55,1.77,,
1.7400,577,218.6,0.0055,23.6,54.75,1.74,,
1.7700,582,220.2,0.0055,23.6,51.42,1.71,,
1.8000,588,221.7,0.0055,23.6,48.41,1.68,,
1.8300,593,223.1,0.0065,23.6,46.34,1.67,,
1.8600,598,224.5,0.0065,23.6,43.95,1.64,,
1.8900,603,225.7,0.0060,23.6,41.60,1.62,,
1.9200,608,227.0,0.0060,23.6,39.86,1.60,,
1.9500,613,228.2,0.0060,23.6,37.95,1.58,,
1.9800,618,229.2,0.0060,23.6,36.28,1.56,,
2.0100,623,230.3,0.0055,23.6,34.86,1.54,,
2.0400,628,231.4,0.0055,23.6,,,,
2.0700,634,232.3,0.0055,23.6,,,,
2.1000,638,233.3,0.0065,23.7,,,,
2.1300,644,234.2,0.0055,23.7,,,,
2.1600,649,235.1,0.0065,23.7,,,,
SystemInternal6/28/2024 12:21:18 PM,,,,,,,,1/1
