Results Editor,,,,,,,,
Result Details,,,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],d E/d V [m V/m L],log d E/d V [log (m V/m L)],Point label,
0.0000,0,-89.7,NaN,23.6,,,,
0.0600,8,-89.5,0.0080,23.5,,,,
0.1200,25,-82.6,0.0035,23.6,,,,
0.1800,45,-74.1,0.0030,23.6,,,,
0.2400,65,-63.7,0.0030,23.6,,,,
0.3000,85,-49.8,0.0030,23.6,,,,
0.3600,105,-30.0,0.0030,23.6,,,,
0.4200,125,-8.3,0.0030,23.6,,,,
0.4800,145,4.4,0.0030,23.7,,,,
0.5400,166,14.6,0.0030,23.7,,,,
0.6000,186,23.2,0.0030,23.7,,,,
0.6600,206,30.9,0.0030,23.7,,,,
0.7200,226,38.1,0.0030,23.7,,,,
0.7800,246,45.1,0.0030,23.8,,,,
0.8400,266,52.0,0.0030,23.8,,,,
0.9000,286,58.8,0.0030,23.8,,,,
0.9600,306,65.4,0.0030,23.8,,,,
1.0200,327,72.3,0.0030,23.8,,,,
1.0800,347,80.0,0.0030,23.8,,,,
1.1400,366,88.8,0.0030,23.9,,,,
1.2000,386,99.6,0.0030,23.9,245.24,2.39,,
1.2600,403,114.5,0.0035,23.9,306.41,2.49,,
1.3200,416,137.4,0.0045,23.9,348.85,2.54,,
1.3800,426,164.3,0.0065,23.9,348.10,2.54,,
1.4400,433,181.5,0.0090,23.9,293.34,2.47,,
1.4700,530,187.4,0.0005,24.0,242.45,2.38,,
1.5000,536,192.3,0.0050,24.0,173.48,2.24,,
1.5300,542,196.6,0.0050,24.0,122.55,2.09,,
1.5600,548,200.2,0.0050,24.0,108.93,2.04,,
1.5900,553,203.3,0.0060,24.0,99.52,2.00,,
1.6200,559,206.2,0.0050,24.0,88.94,1.95,,
1.6500,564,208.7,0.0060,24.0,80.51,1.91,,
1.6800,570,211.1,0.0055,24.0,73.98,1.87,,
1.7100,575,213.2,0.0060,24.0,67.97,1.83,,
1.7400,580,215.1,0.0060,24.0,63.03,1.80,,
1.7700,586,217.0,0.0055,24.0,59.28,1.77,,
1.8000,591,218.7,0.0065,24.0,55.55,1.74,,
1.8300,596,220.3,0.0060,24.0,52.47,1.72,,
1.8600,601,221.9,0.0060,24.0,49.14,1.69,,
1.8900,606,223.3,0.0060,24.0,46.08,1.66,,
1.9200,611,224.6,0.0060,24.0,43.62,1.64,,
1.9500,616,225.9,0.0055,24.0,41.46,1.62,,
1.9800,621,227.1,0.0055,24.0,39.61,1.60,,
2.0100,626,228.3,0.0055,24.0,38.14,1.58,,
2.0400,632,229.4,0.0055,24.0,36.66,1.56,,
2.0700,637,230.5,0.0065,24.1,35.15,1.55,,
2.1000,642,231.5,0.0065,24.1,,,,
2.1300,647,232.5,0.0060,24.1,,,,
2.1600,652,233.5,0.0060,24.1,,,,
2.1900,657,234.4,0.0060,24.1,,,,
2.2200,662,235.3,0.0060,24.1,,,,
6/28/2024 12:21:51 PMSystemInternal,,,,,,,,1/1
