Results Editor,,,,,,,,
Result Details,,,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],d E/d V [m V/m L],log d E/d V [log (m V/m L)],Point label,
0.0000,0,-86.5,NaN,24.4,,,,
0.0600,9,-86.6,0.0065,24.4,,,,
0.1200,30,-78.8,0.0030,24.5,,,,
0.1800,50,-69.8,0.0030,24.5,,,,
0.2400,70,-57.9,0.0030,24.5,,,,
0.3000,90,-41.8,0.0030,24.5,,,,
0.3600,110,-19.1,0.0030,24.5,,,,
0.4200,130,-1.7,0.0030,24.5,,,,
0.4800,150,10.0,0.0030,24.5,,,,
0.5400,170,19.2,0.0030,24.6,,,,
0.6000,190,27.3,0.0030,24.6,,,,
0.6600,211,35.0,0.0030,24.6,,,,
0.7200,231,42.4,0.0030,24.6,,,,
0.7800,251,49.3,0.0030,24.6,,,,
0.8400,271,56.1,0.0030,24.6,,,,
0.9000,291,62.9,0.0030,24.6,,,,
0.9600,311,69.9,0.0030,24.6,,,,
1.0200,331,77.5,0.0030,24.6,,,,
1.0800,352,86.1,0.0030,24.7,,,,
1.1400,372,96.2,0.0030,24.7,,,,
1.2000,390,109.6,0.0035,24.7,298.13,2.47,,
1.2600,406,130.5,0.0040,24.7,343.28,2.54,,
1.3200,417,158.0,0.0055,24.7,353.61,2.55,,
1.3800,424,177.9,0.0085,24.7,313.73,2.50,,
1.4400,430,190.2,0.0100,24.7,230.47,2.36,,
1.4700,526,194.9,0.0005,24.7,168.40,2.23,,
1.5000,532,198.7,0.0050,24.7,115.79,2.06,,
1.5300,538,202.1,0.0055,24.7,100.03,2.00,,
1.5600,543,205.1,0.0060,24.7,92.89,1.97,,
1.5900,548,207.8,0.0060,24.7,85.47,1.93,,
1.6200,553,210.3,0.0060,24.7,78.30,1.89,,
1.6500,559,212.6,0.0055,24.7,71.83,1.86,,
1.6800,564,214.6,0.0060,24.8,66.18,1.82,,
1.7100,569,216.5,0.0060,24.8,61.22,1.79,,
1.7400,574,218.3,0.0055,24.8,57.08,1.76,,
1.7700,579,220.0,0.0055,24.8,53.56,1.73,,
1.8000,584,221.5,0.0055,24.8,50.61,1.70,,
1.8300,590,223.0,0.0055,24.8,47.62,1.68,,
1.8600,595,224.4,0.0065,24.8,45.46,1.66,,
1.8900,600,225.7,0.0060,24.8,43.29,1.64,,
1.9200,605,227.0,0.0060,24.8,41.32,1.62,,
1.9500,610,228.2,0.0060,24.8,39.14,1.59,,
1.9800,615,229.4,0.0060,24.8,37.48,1.57,,
2.0100,620,230.4,0.0060,24.8,35.81,1.55,,
2.0400,625,231.5,0.0060,24.8,,,,
2.0700,630,232.5,0.0055,24.8,,,,
2.1000,635,233.5,0.0055,24.8,,,,
2.1300,640,234.4,0.0055,24.8,,,,
2.1600,646,235.3,0.0055,24.8,,,,
SystemInternal6/29/2024 8:05:39 AM,,,,,,,,1/1
