Results Editor,,,,,,,,
Result Details,,,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],d E/d V [m V/m L],log d E/d V [log (m V/m L)],Point label,
0.0000,0,-92.2,NaN,23.9,,,,
0.0600,10,-91.7,0.0060,23.9,,,,
0.1200,28,-84.9,0.0035,23.9,,,,
0.1800,47,-76.9,0.0030,23.9,,,,
0.2400,67,-67.0,0.0030,23.9,,,,
0.3000,88,-54.1,0.0030,23.9,,,,
0.3600,108,-35.8,0.0030,24.0,,,,
0.4200,128,-12.5,0.0030,24.0,,,,
0.4800,148,2.4,0.0030,24.0,,,,
0.5400,168,13.0,0.0030,24.0,,,,
0.6000,188,22.0,0.0030,24.0,,,,
0.6600,208,30.0,0.0030,24.0,,,,
0.7200,228,37.6,0.0030,24.1,,,,
0.7800,248,44.9,0.0030,24.1,,,,
0.8400,269,52.0,0.0030,24.1,,,,
0.9000,289,59.0,0.0030,24.1,,,,
0.9600,309,66.2,0.0030,24.1,,,,
1.0200,329,73.6,0.0030,24.1,,,,
1.0800,349,81.7,0.0030,24.1,,,,
1.1400,369,91.2,0.0030,24.1,,,,
1.2000,387,103.3,0.0035,24.2,275.75,2.44,,
1.2600,405,121.0,0.0035,24.2,331.39,2.52,,
1.3200,418,147.6,0.0045,24.2,359.02,2.56,,
1.3800,426,171.6,0.0075,24.2,337.59,2.53,,
1.4400,432,186.1,0.0095,24.2,265.44,2.42,,
1.4700,528,191.3,0.0005,24.2,205.87,2.31,,
1.5000,534,195.7,0.0050,24.2,140.82,2.15,,
1.5300,540,199.5,0.0050,24.2,109.03,2.04,,
1.5600,545,202.7,0.0055,24.2,100.42,2.00,,
1.5900,551,205.7,0.0050,24.3,91.95,1.96,,
1.6200,557,208.3,0.0055,24.3,82.99,1.92,,
1.6500,562,210.7,0.0060,24.3,75.78,1.88,,
1.6800,567,212.9,0.0060,24.3,69.50,1.84,,
1.7100,572,214.9,0.0060,24.3,64.17,1.81,,
1.7400,577,216.7,0.0060,24.3,59.90,1.78,,
1.7700,582,218.5,0.0055,24.3,56.08,1.75,,
1.8000,588,220.1,0.0050,24.3,52.94,1.72,,
1.8300,593,221.7,0.0060,24.3,49.95,1.70,,
1.8600,598,223.1,0.0060,24.3,46.94,1.67,,
1.8900,603,224.5,0.0055,24.3,44.48,1.65,,
1.9200,608,225.8,0.0055,24.3,42.28,1.63,,
1.9500,614,227.0,0.0055,24.3,40.47,1.61,,
1.9800,618,228.2,0.0065,24.3,38.67,1.59,,
2.0100,624,229.4,0.0055,24.3,36.60,1.56,,
2.0400,629,230.4,0.0065,24.3,35.34,1.55,,
2.0700,634,231.5,0.0060,24.3,,,,
2.1000,639,232.4,0.0060,24.3,,,,
2.1300,644,233.4,0.0060,24.3,,,,
2.1600,649,234.4,0.0060,24.3,,,,
2.1900,654,235.2,0.0060,24.3,,,,
SystemInternal6/28/2024 12:25:51 PM,,,,,,,,1/1
