Results Editor,,,,,,,,
Result Details,,,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],d E/d V [m V/m L],log d E/d V [log (m V/m L)],Point label,
0.0000,0,-77.0,NaN,23.6,,,,
0.0600,8,-80.6,0.0070,23.6,,,,
0.1200,29,-71.5,0.0030,23.6,,,,
0.1800,49,-60.1,0.0030,23.7,,,,
0.2400,69,-44.0,0.0030,23.7,,,,
0.3000,89,-22.1,0.0030,23.7,,,,
0.3600,109,-3.3,0.0030,23.7,,,,
0.4200,129,8.8,0.0030,23.8,,,,
0.4800,149,18.4,0.0030,23.8,,,,
0.5400,170,26.7,0.0030,23.8,,,,
0.6000,190,34.7,0.0030,23.8,,,,
0.6600,210,43.2,0.0030,23.8,,,,
0.7200,230,49.6,0.0030,23.9,,,,
0.7800,250,56.3,0.0030,23.9,,,,
0.8400,270,63.2,0.0030,23.9,,,,
0.9000,290,70.3,0.0030,23.9,,,,
0.9600,310,78.3,0.0030,23.9,,,,
1.0200,330,87.2,0.0030,24.0,,,,
1.0800,351,98.0,0.0030,24.0,248.26,2.39,,
1.1400,370,113.0,0.0030,24.0,310.61,2.49,,
1.2000,385,136.5,0.0040,24.0,354.42,2.55,,
1.2600,395,163.8,0.0060,24.0,354.34,2.55,,
1.3200,402,181.2,0.0090,24.0,298.56,2.48,,
1.3500,499,187.4,0.0005,24.1,246.28,2.39,,
1.3800,505,192.3,0.0045,24.1,175.38,2.24,,
1.4100,511,196.5,0.0050,24.1,123.73,2.09,,
1.4400,518,200.2,0.0045,24.1,109.22,2.04,,
1.4700,523,203.4,0.0060,24.1,99.06,2.00,,
1.5000,528,206.2,0.0060,24.1,89.62,1.95,,
1.5300,534,208.7,0.0055,24.1,81.39,1.91,,
1.5600,539,211.1,0.0060,24.1,74.63,1.87,,
1.5900,544,213.3,0.0060,24.1,69.02,1.84,,
1.6200,549,215.3,0.0060,24.1,63.70,1.80,,
1.6500,554,217.1,0.0060,24.2,59.08,1.77,,
1.6800,560,218.8,0.0055,24.2,54.70,1.74,,
1.7100,565,220.4,0.0065,24.2,51.93,1.72,,
1.7400,570,221.9,0.0060,24.2,49.29,1.69,,
1.7700,575,223.4,0.0060,24.2,46.79,1.67,,
1.8000,580,224.7,0.0060,24.2,44.14,1.64,,
1.8300,585,226.1,0.0060,24.2,41.81,1.62,,
1.8600,590,227.2,0.0060,24.2,39.61,1.60,,
1.8900,595,228.4,0.0055,24.2,37.62,1.58,,
1.9200,600,229.5,0.0055,24.2,36.32,1.56,,
1.9500,605,230.6,0.0055,24.2,34.96,1.54,,
1.9800,610,231.6,0.0055,24.2,,,,
2.0100,616,232.6,0.0055,24.2,,,,
2.0400,621,233.6,0.0065,24.2,,,,
2.0700,626,234.5,0.0060,24.2,,,,
2.1000,631,235.4,0.0060,24.2,,,,
SystemInternal6/29/2024 8:04:25 AM,,,,,,,,1/1
