Results Editor,,,,,,,,
Result Details,,,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],d E/d V [m V/m L],log d E/d V [log (m V/m L)],Point label,
0.0000,0,-47.7,NaN,24.5,,,,
0.0600,6,-58.4,0.0100,24.6,,,,
0.1200,26,-45.0,0.0030,24.6,,,,
0.1800,46,-25.9,0.0030,24.6,,,,
0.2400,67,-7.4,0.0030,24.6,,,,
0.3000,87,4.0,0.0030,24.6,,,,
0.3600,107,13.1,0.0030,24.6,,,,
0.4200,127,20.5,0.0030,24.7,,,,
0.4800,147,27.1,0.0030,24.7,,,,
0.5400,167,33.1,0.0030,24.7,,,,
0.6000,187,38.8,0.0030,24.7,,,,
0.6600,207,44.2,0.0030,24.7,,,,
0.7200,228,49.4,0.0030,24.7,,,,
0.7800,248,54.6,0.0030,24.7,,,,
0.8400,268,59.6,0.0030,24.7,,,,
0.9000,288,64.8,0.0030,24.7,,,,
0.9600,308,70.2,0.0030,24.8,,,,
1.0200,327,75.8,0.0030,24.8,,,,
1.0800,345,82.0,0.0035,24.8,,,,
1.1400,363,89.1,0.0035,24.8,,,,
1.2000,379,97.5,0.0040,24.8,,,,
1.2600,397,108.8,0.0035,24.8,248.92,2.40,,
1.3200,413,124.5,0.0040,24.8,302.68,2.48,,
1.3800,424,148.1,0.0055,24.8,332.84,2.52,,
1.4400,432,171.3,0.0070,24.8,319.37,2.50,,
1.5000,439,185.6,0.0085,24.8,258.56,2.41,,
1.5300,536,191.1,0.0005,24.9,207.59,2.32,,
1.5600,542,195.5,0.0050,24.9,147.40,2.17,,
1.5900,547,199.4,0.0055,24.9,112.88,2.05,,
1.6200,553,202.7,0.0055,24.9,102.96,2.01,,
1.6500,558,205.7,0.0055,24.9,92.84,1.97,,
1.6800,563,208.3,0.0055,24.9,84.18,1.93,,
1.7100,569,210.8,0.0055,24.9,76.58,1.88,,
1.7400,574,213.0,0.0065,24.9,70.83,1.85,,
1.7700,579,215.0,0.0060,24.9,65.51,1.82,,
1.8000,584,216.9,0.0060,24.9,61.07,1.79,,
1.8300,589,218.7,0.0060,24.9,57.08,1.76,,
1.8600,594,220.4,0.0055,24.9,53.75,1.73,,
1.8900,599,221.9,0.0055,24.9,50.80,1.71,,
1.9200,604,223.4,0.0055,24.9,47.62,1.68,,
1.9500,610,224.8,0.0055,24.9,44.93,1.65,,
1.9800,615,226.1,0.0065,24.9,42.81,1.63,,
2.0100,620,227.4,0.0060,24.9,40.81,1.61,,
2.0400,625,228.5,0.0060,24.9,38.61,1.59,,
2.0700,630,229.7,0.0060,24.9,36.81,1.57,,
2.1000,635,230.8,0.0060,24.9,35.46,1.55,,
2.1300,640,231.8,0.0060,24.9,,,,
2.1600,645,232.8,0.0060,24.9,,,,
2.1900,650,233.8,0.0055,24.9,,,,
2.2200,655,234.8,0.0055,24.9,,,,
2.2500,660,235.7,0.0055,24.9,,,,
6/29/2024 8:12:57 AMSystemInternal,,,,,,,,1/1
