Results Editor,,,,,,,,
Result Details,,,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],d E/d V [m V/m L],log d E/d V [log (m V/m L)],Point label,
0.0000,0,-82.1,NaN,23.1,,,,
0.0600,9,-85.0,0.0070,23.0,,,,
0.1200,29,-76.5,0.0030,23.0,,,,
0.1800,49,-66.1,0.0030,23.0,,,,
0.2400,69,-52.4,0.0030,23.0,,,,
0.3000,89,-32.1,0.0030,23.1,,,,
0.3600,109,-8.6,0.0030,23.1,,,,
0.4200,129,5.4,0.0030,23.1,,,,
0.4800,150,16.3,0.0030,23.2,,,,
0.5400,170,25.9,0.0030,23.2,,,,
0.6000,190,34.2,0.0030,23.2,,,,
0.6600,210,42.2,0.0030,23.2,,,,
0.7200,230,50.0,0.0030,23.3,,,,
0.7800,250,57.7,0.0030,23.3,,,,
0.8400,270,65.7,0.0030,23.3,,,,
0.9000,290,74.1,0.0030,23.3,,,,
0.9600,310,83.2,0.0030,23.3,,,,
1.0200,331,94.4,0.0030,23.4,,,,
1.0800,350,109.6,0.0030,23.4,322.91,2.51,,
1.1400,367,132.9,0.0035,23.4,362.56,2.56,,
1.2000,378,161.6,0.0055,23.4,361.80,2.56,,
1.2600,385,179.9,0.0085,23.4,308.35,2.49,,
1.3200,391,191.2,0.0095,23.4,216.33,2.34,,
1.3500,488,195.7,0.0005,23.5,152.05,2.18,,
1.3800,494,199.4,0.0055,23.5,104.78,2.02,,
1.4100,499,202.7,0.0055,23.5,96.74,1.99,,
1.4400,505,205.6,0.0050,23.6,89.93,1.95,,
1.4700,510,208.1,0.0060,23.6,81.62,1.91,,
1.5000,515,210.5,0.0060,23.6,74.96,1.87,,
1.5300,521,212.7,0.0055,23.6,69.16,1.84,,
1.5600,526,214.7,0.0065,23.6,64.17,1.81,,
1.5900,531,216.5,0.0060,23.6,59.94,1.78,,
1.6200,536,218.3,0.0055,23.6,55.75,1.75,,
1.6500,542,219.9,0.0055,23.6,52.21,1.72,,
1.6800,547,221.4,0.0060,23.6,49.48,1.69,,
1.7100,552,222.9,0.0060,23.6,46.61,1.67,,
1.7400,557,224.2,0.0055,23.6,44.27,1.65,,
1.7700,563,225.5,0.0055,23.6,42.35,1.63,,
1.8000,568,226.8,0.0065,23.6,39.93,1.60,,
1.8300,573,227.9,0.0060,23.6,38.14,1.58,,
1.8600,578,229.1,0.0060,23.6,36.68,1.56,,
1.8900,583,230.1,0.0060,23.6,34.74,1.54,,
1.9200,588,231.1,0.0060,23.6,,,,
1.9500,593,232.2,0.0060,23.6,,,,
1.9800,598,233.1,0.0055,23.6,,,,
2.0100,603,234.0,0.0055,23.6,,,,
2.0400,608,235.0,0.0055,23.7,,,,
6/28/2024 12:23:34 PMSystemInternal,,,,,,,,1/1
