Results Editor,,,,,,,,
Result Details,,,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],d E/d V [m V/m L],log d E/d V [log (m V/m L)],Point label,
0.0000,0,-57.0,NaN,25.4,,,,
0.0600,6,-66.8,0.0100,25.4,,,,
0.1200,26,-55.6,0.0030,25.4,,,,
0.1800,46,-39.8,0.0030,25.4,,,,
0.2400,66,-19.5,0.0030,25.4,,,,
0.3000,86,-2.9,0.0030,25.4,,,,
0.3600,107,8.0,0.0030,25.4,,,,
0.4200,127,16.8,0.0030,25.4,,,,
0.4800,147,24.5,0.0030,25.4,,,,
0.5400,167,31.1,0.0030,25.4,,,,
0.6000,187,37.3,0.0030,25.5,,,,
0.6600,207,43.3,0.0030,25.5,,,,
0.7200,228,49.1,0.0030,25.5,,,,
0.7800,248,54.8,0.0030,25.5,,,,
0.8400,268,60.4,0.0030,25.5,,,,
0.9000,288,66.0,0.0030,25.5,,,,
0.9600,308,71.9,0.0030,25.5,,,,
1.0200,328,78.3,0.0030,25.5,,,,
1.0800,346,85.3,0.0035,25.5,,,,
1.1400,365,93.6,0.0030,25.5,,,,
1.2000,382,104.0,0.0035,25.5,237.27,2.38,,
1.2600,400,118.9,0.0035,25.5,296.13,2.47,,
1.3200,413,141.2,0.0050,25.5,336.28,2.53,,
1.3800,422,166.2,0.0070,25.5,333.84,2.52,,
1.4400,428,182.8,0.0095,25.5,280.58,2.45,,
1.4700,525,188.6,0.0005,25.5,231.71,2.36,,
1.5000,531,193.4,0.0050,25.5,168.25,2.23,,
1.5300,537,197.5,0.0055,25.5,122.57,2.09,,
1.5600,542,201.1,0.0055,25.5,108.18,2.03,,
1.5900,548,204.3,0.0050,25.5,98.82,1.99,,
1.6200,553,207.1,0.0055,25.5,89.00,1.95,,
1.6500,559,209.7,0.0055,25.5,80.73,1.91,,
1.6800,564,211.9,0.0060,25.5,73.77,1.87,,
1.7100,569,214.1,0.0055,25.5,68.03,1.83,,
1.7400,574,216.1,0.0055,25.5,63.02,1.80,,
1.7700,580,217.9,0.0055,25.5,58.90,1.77,,
1.8000,584,219.6,0.0065,25.5,55.28,1.74,,
1.8300,590,221.2,0.0055,25.5,51.74,1.71,,
1.8600,595,222.7,0.0060,25.5,48.95,1.69,,
1.8900,600,224.2,0.0060,25.5,46.47,1.67,,
1.9200,605,225.5,0.0060,25.5,43.95,1.64,,
1.9500,610,226.8,0.0060,25.5,41.81,1.62,,
1.9800,615,228.0,0.0060,25.5,39.80,1.60,,
2.0100,620,229.2,0.0060,25.5,38.14,1.58,,
2.0400,625,230.3,0.0055,25.5,36.47,1.56,,
2.0700,630,231.4,0.0055,25.5,,,,
2.1000,636,232.4,0.0055,25.5,,,,
2.1300,641,233.4,0.0065,25.5,,,,
2.1600,646,234.3,0.0065,25.5,,,,
2.1900,651,235.3,0.0060,25.5,,,,
SystemInternal6/29/2024 8:06:02 AM,,,,,,,,1/1
