Results Editor,,,,,,,,
Result Details,,,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],d E/d V [m V/m L],log d E/d V [log (m V/m L)],Point label,
0.0000,0,-78.0,NaN,22.6,,,,
0.0600,8,-81.5,0.0080,22.5,,,,
0.1200,28,-72.9,0.0030,22.5,,,,
0.1800,48,-62.1,0.0030,22.5,,,,
0.2400,68,-47.1,0.0030,22.6,,,,
0.3000,88,-25.5,0.0030,22.6,,,,
0.3600,108,-5.6,0.0030,22.6,,,,
0.4200,128,6.6,0.0030,22.7,,,,
0.4800,149,16.4,0.0030,22.7,,,,
0.5400,169,24.7,0.0030,22.7,,,,
0.6000,189,32.4,0.0030,22.7,,,,
0.6600,209,39.6,0.0030,22.8,,,,
0.7200,229,46.8,0.0030,22.8,,,,
0.7800,249,53.6,0.0030,22.8,,,,
0.8400,270,60.6,0.0030,22.9,,,,
0.9000,290,67.4,0.0030,22.9,,,,
0.9600,310,74.9,0.0030,22.9,,,,
1.0200,330,83.3,0.0030,22.9,,,,
1.0800,350,93.1,0.0030,23.0,,,,
1.1400,369,105.6,0.0030,23.0,285.55,2.46,,
1.2000,385,124.4,0.0035,23.0,335.85,2.53,,
1.2600,397,152.0,0.0050,23.0,355.91,2.55,,
1.3200,405,173.8,0.0075,23.0,326.35,2.51,,
1.3800,412,187.2,0.0090,23.0,249.20,2.40,,
1.4100,509,192.2,0.0005,23.2,187.92,2.27,,
1.4400,515,196.4,0.0050,23.2,127.57,2.11,,
1.4700,521,199.8,0.0050,23.2,104.81,2.02,,
1.5000,527,203.0,0.0050,23.2,96.20,1.98,,
1.5300,533,205.9,0.0050,23.2,87.93,1.94,,
1.5600,539,208.4,0.0050,23.2,80.35,1.90,,
1.5900,544,210.6,0.0060,23.2,73.84,1.87,,
1.6200,550,212.8,0.0050,23.2,67.68,1.83,,
1.6500,555,214.8,0.0060,23.2,63.02,1.80,,
1.6800,560,216.6,0.0055,23.2,58.90,1.77,,
1.7100,566,218.3,0.0050,23.2,55.13,1.74,,
1.7400,571,219.9,0.0055,23.2,51.42,1.71,,
1.7700,577,221.4,0.0055,23.2,48.41,1.68,,
1.8000,582,222.8,0.0065,23.2,45.80,1.66,,
1.8300,587,224.2,0.0060,23.2,43.28,1.64,,
1.8600,592,225.4,0.0060,23.3,41.28,1.62,,
1.8900,598,226.6,0.0055,23.3,39.48,1.60,,
1.9200,603,227.8,0.0065,23.3,37.99,1.58,,
1.9500,608,228.9,0.0060,23.3,36.48,1.56,,
1.9800,613,230.0,0.0060,23.3,34.81,1.54,,
2.0100,618,231.0,0.0060,23.3,33.33,1.52,,
2.0400,623,232.0,0.0060,23.3,,,,
2.0700,628,232.9,0.0055,23.3,,,,
2.1000,633,233.8,0.0055,23.3,,,,
2.1300,638,234.8,0.0055,23.3,,,,
2.1600,644,235.6,0.0055,23.3,,,,
SystemInternal6/28/2024 12:20:16 PM,,,,,,,,1/1
