Results Editor,,,,,,,,
Result Details,,,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],d E/d V [m V/m L],log d E/d V [log (m V/m L)],Point label,
0.0000,0,-72.0,NaN,23.9,,,,
0.0600,14,-74.4,0.0045,23.9,,,,
0.1200,34,-65.0,0.0030,23.9,,,,
0.1800,54,-52.5,0.0030,23.9,,,,
0.2400,74,-34.9,0.0030,24.0,,,,
0.3000,94,-13.1,0.0030,24.0,,,,
0.3600,115,1.5,0.0030,24.0,,,,
0.4200,135,11.6,0.0030,24.0,,,,
0.4800,155,19.9,0.0030,24.0,,,,
0.5400,175,27.4,0.0030,24.0,,,,
0.6000,195,34.2,0.0030,24.1,,,,
0.6600,215,40.7,0.0030,24.1,,,,
0.7200,235,47.0,0.0030,24.1,,,,
0.7800,255,52.9,0.0030,24.1,,,,
0.8400,276,59.0,0.0030,24.1,,,,
0.9000,296,65.2,0.0030,24.1,,,,
0.9600,316,71.5,0.0030,24.1,,,,
1.0200,336,78.4,0.0030,24.2,,,,
1.0800,356,86.1,0.0030,24.2,,,,
1.1400,375,95.3,0.0030,24.2,,,,
1.2000,394,107.4,0.0030,24.2,270.69,2.43,,
1.2600,410,124.9,0.0040,24.2,323.01,2.51,,
1.3200,422,150.8,0.0050,24.2,347.31,2.54,,
1.3800,430,173.4,0.0080,24.2,323.83,2.51,,
1.4400,436,187.2,0.0095,24.2,252.82,2.40,,
1.4700,533,192.2,0.0005,24.3,195.62,2.29,,
1.5000,539,196.5,0.0050,24.3,134.72,2.13,,
1.5300,545,200.1,0.0050,24.3,106.67,2.03,,
1.5600,550,203.3,0.0055,24.3,98.73,1.99,,
1.5900,556,206.2,0.0050,24.3,90.61,1.96,,
1.6200,561,208.8,0.0060,24.3,82.38,1.92,,
1.6500,567,211.2,0.0055,24.3,75.50,1.88,,
1.6800,572,213.4,0.0060,24.3,68.97,1.84,,
1.7100,577,215.3,0.0055,24.3,63.69,1.80,,
1.7400,582,217.2,0.0055,24.3,59.42,1.77,,
1.7700,588,218.9,0.0055,24.3,55.55,1.74,,
1.8000,592,220.5,0.0065,24.3,52.28,1.72,,
1.8300,598,222.1,0.0055,24.3,49.14,1.69,,
1.8600,603,223.5,0.0065,24.3,45.89,1.66,,
1.8900,608,224.8,0.0060,24.3,43.62,1.64,,
1.9200,613,226.1,0.0060,24.3,41.81,1.62,,
1.9500,618,227.3,0.0060,24.3,40.28,1.61,,
1.9800,623,228.5,0.0055,24.3,39.19,1.59,,
2.0100,628,229.7,0.0055,24.3,37.33,1.57,,
2.0400,633,230.8,0.0055,24.3,35.66,1.55,,
2.0700,638,231.8,0.0055,24.3,,,,
2.1000,644,232.8,0.0055,24.3,,,,
2.1300,649,233.7,0.0065,24.4,,,,
2.1600,654,234.7,0.0060,24.4,,,,
2.1900,659,235.5,0.0060,24.4,,,,
SystemInternal6/28/2024 12:26:44 PM,,,,,,,,1/1
