Results Editor,,,,,,,,
Result Details,,,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],d E/d V [m V/m L],log d E/d V [log (m V/m L)],Point label,
0.0000,0,-40.2,NaN,23.9,,,,
0.0600,7,-56.1,0.0080,23.9,,,,
0.1200,28,-43.2,0.0030,24.0,,,,
0.1800,48,-23.8,0.0030,24.0,,,,
0.2400,68,-6.1,0.0030,24.0,,,,
0.3000,88,4.6,0.0030,24.0,,,,
0.3600,108,13.4,0.0030,24.0,,,,
0.4200,128,20.6,0.0030,24.0,,,,
0.4800,148,27.0,0.0030,24.0,,,,
0.5400,168,33.0,0.0030,24.0,,,,
0.6000,188,38.5,0.0030,24.1,,,,
0.6600,209,43.9,0.0030,24.1,,,,
0.7200,229,48.9,0.0030,24.1,,,,
0.7800,249,53.9,0.0030,24.1,,,,
0.8400,269,58.9,0.0030,24.1,,,,
0.9000,289,64.1,0.0030,24.1,,,,
0.9600,309,69.3,0.0030,24.1,,,,
1.0200,329,74.8,0.0030,24.2,,,,
1.0800,348,80.7,0.0030,24.2,,,,
1.1400,367,87.6,0.0030,24.2,,,,
1.2000,386,95.6,0.0030,24.2,,,,
1.2600,403,105.7,0.0035,24.2,230.97,2.36,,
1.3200,420,120.0,0.0035,24.2,288.36,2.46,,
1.3800,433,142.0,0.0045,24.2,327.64,2.52,,
1.4400,442,166.4,0.0065,24.2,326.62,2.51,,
1.5000,449,182.3,0.0090,24.2,275.83,2.44,,
1.5300,546,188.3,0.0005,24.3,228.65,2.36,,
1.5600,552,193.2,0.0050,24.3,166.72,2.22,,
1.5900,558,197.3,0.0055,24.3,122.83,2.09,,
1.6200,564,200.9,0.0055,24.3,108.37,2.03,,
1.6500,569,203.9,0.0060,24.3,96.73,1.99,,
1.6800,574,206.7,0.0060,24.3,87.61,1.94,,
1.7100,579,209.2,0.0060,24.3,80.24,1.90,,
1.7400,584,211.6,0.0055,24.3,73.97,1.87,,
1.7700,589,213.7,0.0055,24.3,68.55,1.84,,
1.8000,594,215.7,0.0055,24.3,63.23,1.80,,
1.8300,600,217.5,0.0050,24.3,58.55,1.77,,
1.8600,605,219.2,0.0060,24.3,54.75,1.74,,
1.8900,610,220.8,0.0055,24.3,51.42,1.71,,
1.9200,615,222.3,0.0055,24.3,48.41,1.68,,
1.9500,620,223.7,0.0055,24.3,46.14,1.66,,
1.9800,626,225.1,0.0055,24.3,44.14,1.64,,
2.0100,631,226.3,0.0065,24.3,41.94,1.62,,
2.0400,636,227.6,0.0060,24.3,40.19,1.60,,
2.0700,641,228.8,0.0060,24.3,38.14,1.58,,
2.1000,646,229.9,0.0060,24.3,36.28,1.56,,
2.1300,651,230.9,0.0055,24.3,34.67,1.54,,
2.1600,656,232.0,0.0055,24.3,,,,
2.1900,662,232.9,0.0055,24.3,,,,
2.2200,667,233.9,0.0065,24.3,,,,
2.2500,672,234.8,0.0060,24.3,,,,
2.2800,677,235.7,0.0060,24.3,,,,
SystemInternal6/29/2024 8:11:46 AM,,,,,,,,1/1
