Results Editor,,,,,,,,
Result Details,,,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],d E/d V [m V/m L],log d E/d V [log (m V/m L)],Point label,
0.0000,0,-81.0,NaN,23.9,,,,
0.0600,11,-82.4,0.0055,23.9,,,,
0.1200,31,-73.9,0.0030,23.9,,,,
0.1800,51,-63.1,0.0030,24.0,,,,
0.2400,71,-48.4,0.0030,24.0,,,,
0.3000,92,-27.5,0.0030,24.0,,,,
0.3600,112,-6.3,0.0030,24.0,,,,
0.4200,132,6.6,0.0030,24.0,,,,
0.4800,152,16.8,0.0030,24.0,,,,
0.5400,172,25.4,0.0030,24.1,,,,
0.6000,192,33.4,0.0030,24.1,,,,
0.6600,212,40.9,0.0030,24.1,,,,
0.7200,232,48.1,0.0030,24.1,,,,
0.7800,252,55.3,0.0030,24.1,,,,
0.8400,273,62.6,0.0030,24.1,,,,
0.9000,293,69.9,0.0030,24.2,,,,
0.9600,313,77.9,0.0030,24.2,,,,
1.0200,333,87.1,0.0030,24.2,,,,
1.0800,353,98.0,0.0030,24.2,251.62,2.40,,
1.1400,371,113.3,0.0035,24.2,313.62,2.50,,
1.2000,386,137.1,0.0040,24.2,356.09,2.55,,
1.2600,396,164.3,0.0060,24.2,353.98,2.55,,
1.3200,403,181.5,0.0090,24.2,297.01,2.47,,
1.3500,500,187.6,0.0005,24.3,243.82,2.39,,
1.3800,506,192.5,0.0045,24.3,173.06,2.24,,
1.4100,513,196.7,0.0045,24.3,122.76,2.09,,
1.4400,518,200.4,0.0055,24.3,109.03,2.04,,
1.4700,524,203.5,0.0050,24.3,98.53,1.99,,
1.5000,529,206.3,0.0055,24.3,88.80,1.95,,
1.5300,534,208.9,0.0055,24.3,80.72,1.91,,
1.5600,540,211.2,0.0050,24.3,74.25,1.87,,
1.5900,545,213.3,0.0060,24.3,68.89,1.84,,
1.6200,550,215.4,0.0060,24.3,63.55,1.80,,
1.6500,555,217.2,0.0055,24.3,59.22,1.77,,
1.6800,560,218.9,0.0055,24.3,55.44,1.74,,
1.7100,565,220.5,0.0055,24.4,51.93,1.72,,
1.7400,571,222.0,0.0055,24.4,48.75,1.69,,
1.7700,576,223.5,0.0065,24.4,46.47,1.67,,
1.8000,581,224.8,0.0060,24.4,43.95,1.64,,
1.8300,586,226.1,0.0060,24.4,41.81,1.62,,
1.8600,591,227.3,0.0060,24.4,39.80,1.60,,
1.8900,596,228.5,0.0060,24.4,37.94,1.58,,
1.9200,601,229.6,0.0060,24.4,36.66,1.56,,
1.9500,606,230.7,0.0060,24.4,35.34,1.55,,
1.9800,611,231.7,0.0055,24.4,,,,
2.0100,616,232.7,0.0055,24.4,,,,
2.0400,622,233.7,0.0055,24.4,,,,
2.0700,627,234.6,0.0065,24.4,,,,
2.1000,632,235.4,0.0065,24.4,,,,
SystemInternal6/29/2024 8:04:43 AM,,,,,,,,1/1
