Results Editor,,,,,,,,
Result Details,,,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],d E/d V [m V/m L],log d E/d V [log (m V/m L)],Point label,
0.0000,0,-69.0,NaN,24.1,,,,
0.0600,14,-72.3,0.0045,24.1,,,,
0.1200,34,-62.5,0.0030,24.2,,,,
0.1800,54,-49.5,0.0030,24.2,,,,
0.2400,74,-30.7,0.0030,24.2,,,,
0.3000,95,-10.0,0.0030,24.2,,,,
0.3600,115,3.1,0.0030,24.2,,,,
0.4200,135,12.8,0.0030,24.2,,,,
0.4800,155,20.9,0.0030,24.3,,,,
0.5400,175,28.2,0.0030,24.3,,,,
0.6000,195,34.8,0.0030,24.3,,,,
0.6600,215,41.1,0.0030,24.3,,,,
0.7200,236,47.1,0.0030,24.3,,,,
0.7800,256,53.1,0.0030,24.3,,,,
0.8400,276,59.0,0.0030,24.3,,,,
0.9000,296,64.9,0.0030,24.3,,,,
0.9600,316,71.1,0.0030,24.4,,,,
1.0200,336,77.7,0.0030,24.4,,,,
1.0800,356,85.1,0.0030,24.4,,,,
1.1400,375,93.8,0.0030,24.4,,,,
1.2000,392,105.0,0.0035,24.4,253.26,2.40,,
1.2600,409,121.0,0.0035,24.4,309.88,2.49,,
1.3200,422,145.1,0.0050,24.4,343.25,2.54,,
1.3800,430,169.4,0.0075,24.4,331.53,2.52,,
1.4400,437,184.7,0.0090,24.4,269.66,2.43,,
1.4700,534,190.1,0.0005,24.5,216.42,2.34,,
1.5000,540,194.7,0.0055,24.5,152.78,2.18,,
1.5300,545,198.6,0.0055,24.5,114.41,2.06,,
1.5600,550,202.0,0.0055,24.5,103.56,2.02,,
1.5900,556,205.0,0.0050,24.5,94.55,1.98,,
1.6200,561,207.7,0.0055,24.5,84.99,1.93,,
1.6500,567,210.2,0.0050,24.5,77.25,1.89,,
1.6800,572,212.4,0.0060,24.5,70.78,1.85,,
1.7100,577,214.4,0.0060,24.5,65.70,1.82,,
1.7400,582,216.3,0.0060,24.5,61.22,1.79,,
1.7700,587,218.1,0.0060,24.5,57.41,1.76,,
1.8000,592,219.8,0.0055,24.5,53.95,1.73,,
1.8300,597,221.4,0.0055,24.5,50.61,1.70,,
1.8600,602,222.8,0.0055,24.5,47.42,1.68,,
1.8900,608,224.2,0.0055,24.5,45.14,1.65,,
1.9200,613,225.5,0.0065,24.5,42.94,1.63,,
1.9500,618,226.8,0.0065,24.5,41.13,1.61,,
1.9800,623,228.0,0.0060,24.5,39.33,1.59,,
2.0100,628,229.2,0.0060,24.5,37.48,1.57,,
2.0400,633,230.2,0.0060,24.5,35.81,1.55,,
2.0700,638,231.3,0.0060,24.5,,,,
2.1000,643,232.3,0.0060,24.5,,,,
2.1300,648,233.3,0.0060,24.5,,,,
2.1600,653,234.2,0.0055,24.6,,,,
2.1900,658,235.1,0.0055,24.6,,,,
SystemInternal6/28/2024 12:27:00 PM,,,,,,,,1/1
