Results Editor,,,,,,,,
Result Details,,,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],d E/d V [m V/m L],log d E/d V [log (m V/m L)],Point label,
0.0000,0,-45.5,NaN,23.6,,,,
0.0600,4,-61.1,0.0165,23.6,,,,
0.1200,24,-49.9,0.0030,23.6,,,,
0.1800,44,-31.8,0.0030,23.6,,,,
0.2400,64,-11.1,0.0030,23.6,,,,
0.3000,84,2.3,0.0030,23.6,,,,
0.3600,104,11.7,0.0030,23.7,,,,
0.4200,124,19.6,0.0030,23.7,,,,
0.4800,144,26.7,0.0030,23.7,,,,
0.5400,165,33.2,0.0030,23.7,,,,
0.6000,185,39.2,0.0030,23.7,,,,
0.6600,205,45.0,0.0030,23.8,,,,
0.7200,225,50.5,0.0030,23.8,,,,
0.7800,245,56.0,0.0030,23.8,,,,
0.8400,265,61.7,0.0030,23.8,,,,
0.9000,285,67.3,0.0030,23.8,,,,
0.9600,306,73.4,0.0030,23.9,,,,
1.0200,326,79.9,0.0030,23.9,,,,
1.0800,345,87.1,0.0030,23.9,,,,
1.1400,365,96.0,0.0030,23.9,,,,
1.2000,382,107.0,0.0035,23.9,256.05,2.41,,
1.2600,402,123.8,0.0030,23.9,310.34,2.49,,
1.3200,414,148.2,0.0050,23.9,339.15,2.53,,
1.3800,423,171.1,0.0070,24.0,322.45,2.51,,
1.4400,429,185.6,0.0095,24.0,258.29,2.41,,
1.4700,526,190.8,0.0005,24.0,203.71,2.31,,
1.5000,532,195.1,0.0050,24.0,144.01,2.16,,
1.5300,538,199.0,0.0045,24.0,111.33,2.05,,
1.5600,544,202.3,0.0050,24.0,101.28,2.01,,
1.5900,550,205.2,0.0050,24.1,92.76,1.97,,
1.6200,556,207.9,0.0055,24.1,83.71,1.92,,
1.6500,561,210.3,0.0065,24.1,76.25,1.88,,
1.6800,566,212.5,0.0060,24.1,70.32,1.85,,
1.7100,571,214.5,0.0055,24.1,65.21,1.81,,
1.7400,576,216.4,0.0055,24.1,60.56,1.78,,
1.7700,582,218.2,0.0050,24.1,56.74,1.75,,
1.8000,587,219.8,0.0060,24.1,53.28,1.73,,
1.8300,592,221.4,0.0055,24.1,49.95,1.70,,
1.8600,598,222.8,0.0055,24.1,46.94,1.67,,
1.8900,603,224.2,0.0065,24.1,44.09,1.64,,
1.9200,608,225.5,0.0065,24.1,42.13,1.62,,
1.9500,613,226.7,0.0060,24.1,40.29,1.61,,
1.9800,618,227.9,0.0060,24.1,38.80,1.59,,
2.0100,623,229.0,0.0060,24.1,37.33,1.57,,
2.0400,628,230.2,0.0055,24.1,36.00,1.56,,
2.0700,633,231.2,0.0055,24.1,,,,
2.1000,638,232.2,0.0055,24.1,,,,
2.1300,644,233.2,0.0055,24.1,,,,
2.1600,649,234.1,0.0065,24.1,,,,
2.1900,654,235.0,0.0065,24.1,,,,
SystemInternal6/29/2024 8:09:09 AM,,,,,,,,1/1
