Results Editor,,,,,,,,
Result Details,,,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],d E/d V [m V/m L],log d E/d V [log (m V/m L)],Point label,
0.0000,0,-40.7,NaN,25.2,,,,
0.0600,3,-55.9,0.0175,25.3,,,,
0.1200,24,-41.7,0.0030,25.3,,,,
0.1800,44,-21.3,0.0030,25.3,,,,
0.2400,64,-4.7,0.0030,25.3,,,,
0.3000,84,6.1,0.0030,25.3,,,,
0.3600,104,14.9,0.0030,25.3,,,,
0.4200,124,22.2,0.0030,25.3,,,,
0.4800,144,28.7,0.0030,25.3,,,,
0.5400,164,34.7,0.0030,25.4,,,,
0.6000,184,40.3,0.0030,25.4,,,,
0.6600,205,45.6,0.0030,25.4,,,,
0.7200,225,50.9,0.0030,25.4,,,,
0.7800,245,55.9,0.0030,25.4,,,,
0.8400,265,61.1,0.0030,25.4,,,,
0.9000,285,66.3,0.0030,25.4,,,,
0.9600,304,71.7,0.0030,25.4,,,,
1.0200,325,77.6,0.0030,25.4,,,,
1.0800,344,84.0,0.0030,25.4,,,,
1.1400,362,91.4,0.0030,25.4,,,,
1.2000,381,100.3,0.0030,25.4,,,,
1.2600,399,112.2,0.0035,25.4,264.76,2.42,,
1.3200,415,130.1,0.0035,25.4,313.06,2.50,,
1.3800,426,154.8,0.0055,25.4,332.66,2.52,,
1.4400,433,175.6,0.0080,25.4,306.95,2.49,,
1.5000,440,188.4,0.0090,25.4,237.70,2.38,,
1.5300,537,193.5,0.0005,25.5,183.24,2.26,,
1.5600,542,197.6,0.0060,25.5,129.70,2.11,,
1.5900,548,201.2,0.0050,25.5,105.81,2.02,,
1.6200,553,204.3,0.0060,25.5,97.22,1.99,,
1.6500,559,207.1,0.0050,25.5,87.89,1.94,,
1.6800,564,209.6,0.0055,25.5,80.39,1.91,,
1.7100,570,212.0,0.0055,25.5,74.16,1.87,,
1.7400,575,214.1,0.0060,25.5,68.70,1.84,,
1.7700,580,216.1,0.0060,25.5,63.36,1.80,,
1.8000,585,217.9,0.0060,25.5,58.93,1.77,,
1.8300,590,219.7,0.0055,25.5,54.90,1.74,,
1.8600,596,221.2,0.0055,25.5,51.75,1.71,,
1.8900,601,222.7,0.0060,25.5,48.62,1.69,,
1.9200,606,224.2,0.0060,25.5,46.12,1.66,,
1.9500,611,225.5,0.0055,25.5,43.76,1.64,,
1.9800,617,226.8,0.0055,25.5,42.00,1.62,,
2.0100,622,228.0,0.0065,25.5,39.80,1.60,,
2.0400,627,229.2,0.0065,25.5,37.94,1.58,,
2.0700,632,230.3,0.0060,25.5,36.66,1.56,,
2.1000,637,231.4,0.0060,25.5,,,,
2.1300,642,232.4,0.0060,25.5,,,,
2.1600,647,233.4,0.0060,25.5,,,,
2.1900,652,234.4,0.0055,25.5,,,,
2.2200,658,235.3,0.0055,25.5,,,,
SystemInternal6/29/2024 8:07:52 AM,,,,,,,,1/1
