Results Editor,,,,,,,,
Result Details,,,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],d E/d V [m V/m L],log d E/d V [log (m V/m L)],Point label,
0.0000,0,-80.1,NaN,24.1,,,,
0.0600,10,-82.7,0.0060,24.1,,,,
0.1200,30,-74.1,0.0030,24.1,,,,
0.1800,50,-63.6,0.0030,24.2,,,,
0.2400,70,-49.2,0.0030,24.2,,,,
0.3000,90,-28.5,0.0030,24.2,,,,
0.3600,110,-7.1,0.0030,24.2,,,,
0.4200,131,5.9,0.0030,24.2,,,,
0.4800,151,16.2,0.0030,24.2,,,,
0.5400,171,25.2,0.0030,24.3,,,,
0.6000,191,33.0,0.0030,24.3,,,,
0.6600,211,40.6,0.0030,24.3,,,,
0.7200,231,47.8,0.0030,24.3,,,,
0.7800,251,54.9,0.0030,24.3,,,,
0.8400,271,62.0,0.0030,24.3,,,,
0.9000,292,69.0,0.0030,24.3,,,,
0.9600,312,76.9,0.0030,24.4,,,,
1.0200,332,85.7,0.0030,24.4,,,,
1.0800,352,96.1,0.0030,24.4,,,,
1.1400,372,110.2,0.0030,24.4,307.45,2.49,,
1.2000,387,131.9,0.0040,24.4,349.85,2.54,,
1.2600,398,160.0,0.0055,24.4,355.83,2.55,,
1.3200,405,179.1,0.0085,24.4,310.68,2.49,,
1.3800,411,190.9,0.0100,24.4,223.81,2.35,,
1.4100,507,195.5,0.0005,24.5,160.95,2.21,,
1.4400,513,199.3,0.0055,24.5,110.45,2.04,,
1.4700,518,202.6,0.0055,24.5,98.51,1.99,,
1.5000,524,205.5,0.0050,24.5,91.45,1.96,,
1.5300,530,208.2,0.0055,24.5,83.86,1.92,,
1.5600,535,210.7,0.0060,24.5,76.92,1.89,,
1.5900,540,212.8,0.0060,24.5,70.83,1.85,,
1.6200,545,214.9,0.0060,24.5,65.23,1.81,,
1.6500,550,216.8,0.0060,24.5,60.35,1.78,,
1.6800,556,218.5,0.0055,24.5,56.57,1.75,,
1.7100,561,220.2,0.0065,24.5,53.28,1.73,,
1.7400,566,221.7,0.0065,24.5,50.27,1.70,,
1.7700,571,223.2,0.0060,24.5,47.62,1.68,,
1.8000,576,224.6,0.0060,24.5,45.12,1.65,,
1.8300,581,225.9,0.0060,24.5,42.81,1.63,,
1.8600,586,227.2,0.0060,24.5,40.81,1.61,,
1.8900,591,228.3,0.0055,24.5,38.61,1.59,,
1.9200,596,229.5,0.0055,24.5,37.00,1.57,,
1.9500,602,230.6,0.0055,24.5,35.47,1.55,,
1.9800,607,231.6,0.0065,24.5,,,,
2.0100,612,232.6,0.0065,24.6,,,,
2.0400,617,233.6,0.0060,24.6,,,,
2.0700,622,234.5,0.0060,24.6,,,,
2.1000,627,235.4,0.0060,24.6,,,,
SystemInternal6/29/2024 8:05:24 AM,,,,,,,,1/1
