Results Editor,,,,,,,,
Result Details,,,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],d E/d V [m V/m L],log d E/d V [log (m V/m L)],Point label,
0.0000,0,-93.1,NaN,23.3,,,,
0.0600,8,-93.8,0.0075,23.3,,,,
0.1200,23,-86.9,0.0040,23.3,,,,
0.1800,43,-78.2,0.0030,23.3,,,,
0.2400,64,-67.9,0.0030,23.3,,,,
0.3000,84,-54.0,0.0030,23.3,,,,
0.3600,104,-33.9,0.0030,23.4,,,,
0.4200,124,-10.0,0.0030,23.4,,,,
0.4800,144,4.5,0.0030,23.4,,,,
0.5400,164,15.7,0.0030,23.4,,,,
0.6000,184,25.2,0.0030,23.4,,,,
0.6600,204,34.0,0.0030,23.5,,,,
0.7200,224,42.6,0.0030,23.5,,,,
0.7800,245,51.0,0.0030,23.5,,,,
0.8400,265,59.2,0.0030,23.5,,,,
0.9000,285,67.5,0.0030,23.5,,,,
0.9600,305,76.5,0.0030,23.6,,,,
1.0200,325,86.8,0.0030,23.6,,,,
1.0800,345,99.3,0.0030,23.6,289.92,2.46,,
1.1400,365,117.8,0.0030,23.6,346.01,2.54,,
1.2000,378,145.9,0.0045,23.6,373.43,2.57,,
1.2600,387,170.8,0.0070,23.6,349.98,2.54,,
1.3200,394,185.4,0.0090,23.6,273.56,2.44,,
1.3500,491,190.9,0.0005,23.7,209.99,2.32,,
1.3800,497,195.4,0.0050,23.7,141.30,2.15,,
1.4100,503,199.1,0.0050,23.7,109.31,2.04,,
1.4400,509,202.4,0.0055,23.7,100.77,2.00,,
1.4700,514,205.3,0.0055,23.7,90.96,1.96,,
1.5000,519,207.9,0.0055,23.8,82.66,1.92,,
1.5300,525,210.4,0.0050,23.8,75.97,1.88,,
1.5600,530,212.5,0.0060,23.8,69.98,1.84,,
1.5900,536,214.5,0.0055,23.8,64.70,1.81,,
1.6200,541,216.4,0.0065,23.8,60.07,1.78,,
1.6500,546,218.2,0.0060,23.8,56.23,1.75,,
1.6800,551,219.8,0.0055,23.8,53.28,1.73,,
1.7100,557,221.3,0.0055,23.8,49.95,1.70,,
1.7400,562,222.8,0.0065,23.8,46.93,1.67,,
1.7700,567,224.2,0.0060,23.8,44.80,1.65,,
1.8000,572,225.5,0.0060,23.8,42.63,1.63,,
1.8300,577,226.7,0.0060,23.8,40.46,1.61,,
1.8600,582,227.9,0.0060,23.8,38.67,1.59,,
1.8900,587,229.1,0.0060,23.8,36.94,1.57,,
1.9200,592,230.1,0.0055,23.8,35.47,1.55,,
1.9500,597,231.2,0.0055,23.8,,,,
1.9800,602,232.2,0.0055,23.8,,,,
2.0100,608,233.1,0.0055,23.8,,,,
2.0400,613,234.1,0.0065,23.8,,,,
2.0700,618,235.0,0.0065,23.8,,,,
SystemInternal6/28/2024 12:24:49 PM,,,,,,,,1/1
