Results Editor,,,,,,,,
Result Details,,,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],d E/d V [m V/m L],log d E/d V [log (m V/m L)],Point label,
0.0000,0,-41.5,NaN,25.0,,,,
0.0600,4,-56.2,0.0170,25.1,,,,
0.1200,24,-42.6,0.0030,25.1,,,,
0.1800,44,-22.5,0.0030,25.1,,,,
0.2400,64,-5.6,0.0030,25.1,,,,
0.3000,84,5.1,0.0030,25.1,,,,
0.3600,104,13.9,0.0030,25.1,,,,
0.4200,124,21.2,0.0030,25.1,,,,
0.4800,144,27.6,0.0030,25.1,,,,
0.5400,164,33.5,0.0030,25.1,,,,
0.6000,185,39.0,0.0030,25.1,,,,
0.6600,205,44.7,0.0030,25.1,,,,
0.7200,225,49.5,0.0030,25.1,,,,
0.7800,245,54.4,0.0030,25.2,,,,
0.8400,265,59.4,0.0030,25.2,,,,
0.9000,285,64.3,0.0030,25.2,,,,
0.9600,303,69.3,0.0035,25.2,,,,
1.0200,323,74.9,0.0030,25.2,,,,
1.0800,342,80.8,0.0030,25.2,,,,
1.1400,360,87.4,0.0035,25.2,,,,
1.2000,378,95.2,0.0035,25.2,,,,
1.2600,395,105.0,0.0035,25.2,219.53,2.34,,
1.3200,413,118.5,0.0035,25.2,278.06,2.44,,
1.3800,426,139.0,0.0045,25.2,321.85,2.51,,
1.4400,435,163.7,0.0065,25.2,327.54,2.52,,
1.5000,442,180.7,0.0085,25.2,283.77,2.45,,
1.5300,539,187.1,0.0005,25.2,240.98,2.38,,
1.5600,545,192.2,0.0055,25.2,180.05,2.26,,
1.5900,551,196.5,0.0050,25.2,130.65,2.12,,
1.6200,557,200.2,0.0050,25.2,112.62,2.05,,
1.6500,563,203.4,0.0055,25.2,100.53,2.00,,
1.6800,568,206.3,0.0060,25.2,90.75,1.96,,
1.7100,574,208.9,0.0055,25.2,82.52,1.92,,
1.7400,579,211.3,0.0060,25.2,76.17,1.88,,
1.7700,584,213.5,0.0060,25.2,70.17,1.85,,
1.8000,589,215.5,0.0060,25.2,64.88,1.81,,
1.8300,594,217.4,0.0055,25.2,60.09,1.78,,
1.8600,599,219.2,0.0055,25.2,55.88,1.75,,
1.8900,604,220.7,0.0055,25.2,52.23,1.72,,
1.9200,610,222.3,0.0055,25.2,49.47,1.69,,
1.9500,615,223.7,0.0065,25.2,46.75,1.67,,
1.9800,620,225.1,0.0065,25.3,44.81,1.65,,
2.0100,625,226.4,0.0060,25.3,42.67,1.63,,
2.0400,630,227.7,0.0060,25.3,40.27,1.61,,
2.0700,635,228.8,0.0060,25.3,38.48,1.59,,
2.1000,640,230.0,0.0060,25.3,36.81,1.57,,
2.1300,645,231.0,0.0055,25.3,,,,
2.1600,650,232.1,0.0055,25.3,,,,
2.1900,656,233.1,0.0055,25.3,,,,
2.2200,661,234.1,0.0065,25.3,,,,
2.2500,666,235.0,0.0065,25.3,,,,
6/29/2024 8:08:06 AMSystemInternal,,,,,,,,1/1
