Results Editor,,,,,,,,
Result Details,,,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],d E/d V [m V/m L],log d E/d V [log (m V/m L)],Point label,
0.0000,0,-77.2,NaN,25.3,,,,
0.0600,10,-79.5,0.0060,25.3,,,,
0.1200,30,-70.5,0.0030,25.3,,,,
0.1800,50,-59.6,0.0030,25.3,,,,
0.2400,70,-44.5,0.0030,25.3,,,,
0.3000,91,-23.1,0.0030,25.3,,,,
0.3600,111,-3.7,0.0030,25.3,,,,
0.4200,131,8.8,0.0030,25.3,,,,
0.4800,151,18.5,0.0030,25.4,,,,
0.5400,171,27.5,0.0030,25.4,,,,
0.6000,191,35.2,0.0030,25.4,,,,
0.6600,211,42.2,0.0030,25.4,,,,
0.7200,231,49.3,0.0030,25.4,,,,
0.7800,252,56.4,0.0030,25.4,,,,
0.8400,272,62.9,0.0030,25.4,,,,
0.9000,292,69.8,0.0030,25.4,,,,
0.9600,312,77.2,0.0030,25.4,,,,
1.0200,332,85.6,0.0030,25.4,,,,
1.0800,352,95.5,0.0030,25.4,,,,
1.1400,369,108.5,0.0035,25.4,291.40,2.46,,
1.2000,385,128.5,0.0040,25.4,338.89,2.53,,
1.2600,395,155.7,0.0060,25.4,353.53,2.55,,
1.3200,402,176.5,0.0080,25.4,318.55,2.50,,
1.3800,408,189.4,0.0105,25.4,238.68,2.38,,
1.4100,504,194.0,0.0005,25.4,177.61,2.25,,
1.4400,509,198.2,0.0060,25.4,122.29,2.09,,
1.4700,515,201.6,0.0055,25.4,102.80,2.01,,
1.5000,520,204.7,0.0060,25.4,95.24,1.98,,
1.5300,525,207.5,0.0060,25.4,87.32,1.94,,
1.5600,530,210.0,0.0060,25.4,79.19,1.90,,
1.5900,535,212.3,0.0060,25.4,73.37,1.87,,
1.6200,540,214.4,0.0060,25.4,67.50,1.83,,
1.6500,545,216.3,0.0060,25.4,62.35,1.79,,
1.6800,550,218.2,0.0055,25.4,58.27,1.77,,
1.7100,555,219.9,0.0055,25.4,54.56,1.74,,
1.7400,560,221.4,0.0055,25.4,51.42,1.71,,
1.7700,566,222.9,0.0055,25.4,48.66,1.69,,
1.8000,571,224.4,0.0065,25.4,45.94,1.66,,
1.8300,576,225.7,0.0065,25.4,43.61,1.64,,
1.8600,581,227.0,0.0060,25.4,41.14,1.61,,
1.8900,586,228.2,0.0060,25.4,39.13,1.59,,
1.9200,591,229.3,0.0060,25.4,37.43,1.57,,
1.9500,596,230.4,0.0060,25.4,36.52,1.56,,
1.9800,601,231.5,0.0060,25.4,,,,
2.0100,606,232.6,0.0055,25.4,,,,
2.0400,611,233.5,0.0055,25.4,,,,
2.0700,616,234.5,0.0055,25.4,,,,
2.1000,622,235.3,0.0055,25.4,,,,
SystemInternal6/28/2024 12:23:17 PM,,,,,,,,1/1
