DATE,CORAL_NUM,GENOTYPE,RUN_NUM,umol.sec.corr,CHAMBER,R,R_uncorr,NP,NP_uncorr,GP,GP_uncorr
6/28/24,127,P,5,-0.008986274,2,1.185209185191424,1.5858432759603562,2.3219305166750637,2.006616648940256,3.5071397018664876,3.592459924900612
6/28/24,28,P,5,-0.018510868,4,1.1650337377933446,1.3562145492803943,0.19324198366353615,0.042775604,1.3582757214568808,1.3989901535328264
6/28/24,57,Q,5,-0.031614361,5,3.3241423168978197,3.643537072014227,3.088121422,2.8367459205901824,6.4122637391999895,6.480282992604409
6/28/24,141,T,5,-0.019762575,7,0.9450860676112376,1.090350868231202,2.032997025209805,1.9186682469440923,2.9780830928210422,3.0090191151752945
6/28/24,151,W,5,-0.010294136,6,0.951724551,1.2325613031671376,1.7921064298706386,1.5710775041972065,2.7438309804174157,2.803638807364344
6/28/24,155,W,5,-0.01087072,10,1.061203123550069,1.3577359497943315,2.342487144822563,2.109104828,3.4036902683726322,3.4668407776653916
NA,48,C,6,-0.020160489,NA,NA,NA,NA,NA,NA,NA
6/28/24,74,E,6,-0.016467819,7,1.007779753,1.2143270922498084,1.5481368532487745,1.4018324879914374,2.5559166063117544,2.616159580241246
6/28/24,19,L,6,-0.012268023,10,1.23265946,1.571783525899967,3.0174736589228663,2.777260779,4.250133118678786,4.3490443046374665
6/28/24,95,L,6,-0.015378005,1,0.6988188936575584,0.8521939409621128,1.9238471246107365,1.8152064661033431,2.6226660182682946,2.667400407065456
6/28/24,2,M,6,-0.01281274,4,0.9158293506496428,1.1570767347350543,1.9069359267134027,1.736052362986236,2.8227652773630454,2.8931290977212902
6/28/24,135,P,6,-0.009000338,5,1.678474370260134,2.3079022591076845,3.6380512356795833,3.192206481079235,5.3165256059397175,5.50010874
6/28/24,128,R,6,-0.014355426,6,0.526050988,0.6497316572005492,1.431994881019978,1.3443877406478202,1.9580458694598344,1.9941193978483691
6/28/24,136,S,6,-0.009731615,3,1.1831960360173008,1.5935530427285034,3.776218023933332,3.4855484775128973,4.959414059950634,5.079101520241401
6/28/24,80,S,6,-0.005709589,8,1.1580597823963554,1.842627141448388,4.387329452156565,3.9024275728280418,5.545389235,5.745054714
6/28/24,63,E,7,-0.01800405,9,1.3249437294866224,1.571254270961515,2.7132389442078844,2.470033157457465,4.038182673694507,4.041287428
6/28/24,10,G,7,-0.018622106,8,1.2271126432996622,1.4476648523161393,2.886823617545883,2.6690514783909585,4.113936260845545,4.1167163307070975
6/28/24,117,J,7,-0.015162447,4,1.3384266909179687,1.6338747082569205,2.728150854190969,2.436426971524357,4.066577545108938,4.070301679781277
6/28/24,64,K,7,-0.021307582,2,0.7933677431242823,0.9179901550874484,0.8558559338757963,0.7328043926516615,1.6492236770000783,1.650794548
6/28/24,21,N,7,-0.021932149,1,1.4106826411603846,1.6259627543436277,1.7847182697419088,1.5721517714307236,3.1954009109022934,3.198114525774351
6/28/24,206,Q,7,-0.012017757,6,1.3914799410256449,1.779013497276673,3.2739681544058477,2.8913194749142863,4.6654480954314925,4.670332972190959
6/28/24,210,Q,7,-0.016762482,7,0.8558828415387048,1.0267787958173191,2.281633321674239,2.1128915180798087,3.137516163212944,3.139670313897128
6/28/24,134,U,7,-0.012815581,5,1.046802541514413,1.3201923126540105,1.048226788856577,0.7782831072691595,2.0950293303709904,2.09847542
6/28/24,18,V,7,-0.014918734,3,1.0188167783406563,1.2473871232393374,1.753745346798749,1.5280561407013116,2.7725621251394053,2.775443263940649
6/28/24,58,A,8,-0.025080622,9,1.197679842375734,1.3078147802541424,3.1701180079016167,3.0975901219816895,4.36779785,4.405404902235832
6/28/24,73,B,8,-0.015071065,6,0.7969028923547974,0.9188535439916542,2.4204616616576473,2.3401526959455707,3.2173645540124447,3.259006239937225
6/28/24,145,D,8,-0.015456223,5,0.9903103144762132,1.1380817822781133,0.11509866554517743,0.0177857477244138,1.1054089800213909,1.1558675300025272
6/28/24,153,D,8,-0.021763111,10,1.1163650091074109,1.234671316658303,1.9636235658122905,1.885714534010483,3.079988574919701,3.120385850668786
6/28/24,86,E,8,-0.017837741,4,1.4606178059247987,1.6494688594228422,1.8972184109959944,1.772853083082649,3.357836216920793,3.422321942505491
6/28/24,204,Q,8,-0.011447304,2,1.5198642701259033,1.82607771,3.2760879729627392,3.0744352196782208,4.795952243088642,4.900512929976911
6/28/24,66,R,8,-0.02116224,8,1.1014325838631571,1.2214706375718265,1.976986487917433,1.897937037914163,3.078419072,3.1194076754859896
6/28/24,100,U,8,-0.026566521,7,1.5089229203351966,1.6399180158593032,2.3362152573624506,2.249950194456332,3.845138177697647,3.889868210315635
6/28/24,97,V,8,-0.015116615,3,0.8065940335945473,0.9296557912800154,0.8504880615065543,0.7694473918112461,1.6570820951011016,1.6991031830912615
6/29/24,46,C,9,-0.010583834,8,0.8680700094125925,0.8881396588462613,-0.147754143,-0.214537632,0.720315866,0.6736020269691125
6/29/24,85,E,9,-0.013157368,5,0.9697030737736532,0.9877373122127956,2.0258595918532936,1.965849109,2.995562665626947,2.9535864209841156
6/29/24,92,G,9,-0.014534322,10,1.0578721137535017,1.075682218492688,2.907342993,2.848078334,3.965215106332312,3.923760552197998
6/29/24,147,H,9,-0.012355776,3,0.5013019254508548,0.5112298260914704,1.1693366659018227,1.1363007206666709,1.6706385913526776,1.6475305467581411
6/29/24,6,J,9,-0.013508944,9,0.8359549845507079,0.8510972047580599,2.0600564173257467,2.009669374221972,2.8960114018764544,2.860766578980032
6/29/24,60,J,9,-0.008586885,6,0.6923061280919196,0.7120344717355478,1.5564642703254907,1.490816506132038,2.2487703984174106,2.2028509778675858
6/29/24,8,J,9,-0.010738528,1,0.5238547612253205,0.5357917345691138,1.520879483238445,1.481158175387546,2.0447342444637653,2.0169499099566597
6/29/24,146,O,9,-0.011061977,7,0.5559790044760279,0.5682775484346891,1.61815406247174,1.577229597229988,2.1741330669477676,2.145507145664677
6/29/24,207,X,9,-0.011230734,4,0.5650312516546602,0.5773422255825227,2.4102325702156224,2.3692667431798036,2.9752638218702825,2.9466089687623263
6/29/24,40,A,10,-0.022871644,2,1.122894057,1.225768263655328,1.7922564735889597,1.726320321131984,2.9151505307930896,2.9520885847873117
6/29/24,104,G,10,-0.022980013,5,0.8436494615972104,0.9205761165128624,1.4536685419253883,1.4043632027009267,2.297318003522599,2.3249393192137893
6/29/24,159,H,10,-0.024830876,9,1.3659242433204606,1.481189827076764,1.4964884323409564,1.4226101555038628,2.862412675661417,2.903799982580627
6/29/24,50,I,10,-0.031703548,8,1.2826261618321468,1.3673991150979925,2.0910438020150544,2.0367094594856026,3.373669963847201,3.404108574583595
6/29/24,138,R,10,-0.019643321,3,1.1753786990252422,1.3007586201844876,1.2621996663101245,1.1818387101308767,2.437578365335366,2.482597330315365
6/29/24,125,T,10,-0.018695726,7,1.1309128744645691,1.2576640225521776,1.876207073183168,1.7949672433686268,3.007119947647737,3.0526312659208044
6/29/24,139,T,10,-0.01771573,10,1.066448780812557,1.1925868097845105,2.2329275582917307,2.152080700796284,3.2993763391042874,3.344667510580794
6/29/24,15,V,10,-0.016904589,4,1.0707067172768638,1.2034250787501797,1.0838253483357831,0.9987608951767116,2.154532065612647,2.202185973926891
6/29/24,111,A,11,-0.025049852,5,1.3351815946290195,1.5173278596773063,1.735573565568085,1.605897418,3.0707551601971046,3.1232252777007266
6/29/24,56,A,11,-0.01747753,3,1.0643371276166425,1.2724429547898355,2.388996660572749,2.2408390140667316,3.4533337881893917,3.513281968856567
6/29/24,96,N,11,-0.017259047,6,0.8992230069017945,1.0772704283833472,1.4733204315967017,1.346562390788847,2.372543438498496,2.4238328191721945
6/29/24,162,O,11,-0.021622045,1,2.245031861323924,2.599854101,2.7305221368394457,2.4779120647039545,4.975553998,5.077766166079464
6/29/24,123,S,11,-0.01394982,2,1.0775639130489674,1.341536926679593,2.003621438,1.8156900335211936,3.0811853513359972,3.1572269602007865
